GeoFIPS,GeoName,burdens_energy
1001,"Autauga, AL",2.8546045503791984
1003,"Baldwin, AL",2.522435746840201
1005,"Barbour, AL",4.771223532195103
1007,"Bibb, AL",5.2095318543546885
1009,"Blount, AL",3.871430800436886
1011,"Bullock, AL",6.1836455893832944
1013,"Butler, AL",5.44931410127093
1015,"Calhoun, AL",4.112390723970057
1017,"Chambers, AL",4.442483660130719
1019,"Cherokee, AL",5.794965834073273
1021,"Chilton, AL",3.7266825558960393
1023,"Choctaw, AL",3.7701353965183753
1025,"Clarke, AL",4.643899204244032
1027,"Clay, AL",4.386668666116818
1029,"Cleburne, AL",4.757910968087959
1031,"Coffee, AL",3.1922109093724593
1033,"Colbert, AL",3.5909879315696265
1035,"Conecuh, AL",5.22623850250121
1037,"Coosa, AL",5.666914567258529
1039,"Covington, AL",3.767231182795699
1041,"Crenshaw, AL",5.788572666859289
1043,"Cullman, AL",4.013964491328014
1045,"Dale, AL",3.604318444710514
1047,"Dallas, AL",6.641957648982094
1049,"DeKalb, AL",4.083186088907587
1051,"Elmore, AL",3.0373656709060435
1053,"Escambia, AL",4.389804895161508
1055,"Etowah, AL",4.620995055864834
1057,"Fayette, AL",5.06638777737359
1059,"Franklin, AL",4.531526091654484
1061,"Geneva, AL",4.719801642881478
1063,"Greene, AL",8.652330610283517
1065,"Hale, AL",5.366331285029374
1067,"Henry, AL",4.357847428938306
1069,"Houston, AL",2.875752134629711
1071,"Jackson, AL",4.478496490010029
1073,"Jefferson, AL",3.872808028134853
1075,"Lamar, AL",4.718257111991358
1077,"Lauderdale, AL",3.3551471541553224
1079,"Lawrence, AL",4.371891826486781
1081,"Lee, AL",3.118639545274027
1083,"Limestone, AL",2.650205326886738
1085,"Lowndes, AL",5.878162516122631
1087,"Macon, AL",5.319970066281805
1089,"Madison, AL",2.152138148814716
1091,"Marengo, AL",5.007246001759743
1093,"Marion, AL",4.60634165941204
1095,"Marshall, AL",2.990224062398712
1097,"Mobile, AL",3.973625421443837
1099,"Monroe, AL",5.172731546779501
1101,"Montgomery, AL",3.7388219845686765
1103,"Morgan, AL",3.58884517628111
1105,"Perry, AL",8.454750887764984
1107,"Pickens, AL",4.881045299609742
1109,"Pike, AL",3.942489424894249
1111,"Randolph, AL",4.507219499271427
1113,"Russell, AL",4.1828582274986195
1115,"St. Clair, AL",3.3606928138744614
1117,"Shelby, AL",2.241224371228307
1119,"Sumter, AL",6.237711963741502
1121,"Talladega, AL",4.455969248759128
1123,"Tallapoosa, AL",4.382452332206902
1125,"Tuscaloosa, AL",3.681638165987313
1127,"Walker, AL",4.5362969895492125
1129,"Washington, AL",4.240735142978054
1131,"Wilcox, AL",6.971070124520176
1133,"Winston, AL",6.183442650521359
2013,"Aleutians East Borough, AK",4.0
2016,"Aleutians West Census Area, AK",3.854685854685855
2020,"Anchorage Municipality, AK",2.112161918161966
2050,"Bethel Census Area, AK",6.781405095400904
2060,"Bristol Bay Borough, AK",5.0
2068,"Denali Borough, AK",4.0
2070,"Dillingham Census Area, AK",7.784317677887523
2090,"Fairbanks North Star Borough, AK",2.6455708979328167
2100,"Haines Borough, AK",3.0
2110,"Juneau City and Borough, AK",2.0
2122,"Kenai Peninsula Borough, AK",4.012281061850027
2130,"Ketchikan Gateway Borough, AK*",3.0
2150,"Kodiak Island Borough, AK",3.1913612370827447
2164,"Lake and Peninsula Borough, AK",10.0
2170,"Matanuska-Susitna Borough, AK",3.759644677276998
2180,"Nome Census Area, AK",6.942030436523829
2185,"North Slope Borough, AK",2.452050878948121
2188,"Northwest Arctic Borough, AK",6.869734283862606
2220,"Sitka City and Borough, AK",3.6149305555555555
2240,"Southeast Fairbanks Census Area, AK",4.35504507124164
2290,"Yukon-Koyukuk Census Area, AK",7.634182629719175
4001,"Apache, AZ",3.6298191886562905
4003,"Cochise, AZ",3.2821390833181057
4005,"Coconino, AZ",2.5167192830952616
4007,"Gila, AZ",4.204571770066859
4009,"Graham, AZ",2.536319612590799
4011,"Greenlee, AZ",2.568262969964293
4012,"La Paz, AZ",5.575337854085509
4013,"Maricopa, AZ",2.44476029741974
4015,"Mohave, AZ",3.1010905414189076
4017,"Navajo, AZ",4.199185503797931
4019,"Pima, AZ",2.463734524966943
4021,"Pinal, AZ",3.058494476574251
4023,"Santa Cruz, AZ",2.7184165232358004
4025,"Yavapai, AZ",3.0992559204093535
4027,"Yuma, AZ",3.5564689968980168
5001,"Arkansas, AR",3.8108741766216365
5003,"Ashley, AR",4.1576221016280215
5005,"Baxter, AR",3.4282231394983946
5007,"Benton, AR",1.3753325381266486
5009,"Boone, AR",2.7710749779004047
5011,"Bradley, AR",3.8607688063270187
5013,"Calhoun, AR",4.941063174114022
5015,"Carroll, AR",3.0
5017,"Chicot, AR",4.466415449835139
5019,"Clark, AR",3.3851067631555436
5021,"Clay, AR",4.868023372959903
5023,"Cleburne, AR",4.146494023904382
5025,"Cleveland, AR",4.0
5027,"Columbia, AR",4.412222409152086
5029,"Conway, AR",2.871416243168089
5031,"Craighead, AR",2.672457962643812
5033,"Crawford, AR",3.9247676883597125
5035,"Crittenden, AR",3.563897107166338
5037,"Cross, AR",4.295411317165954
5039,"Dallas, AR",5.037917296331914
5041,"Desha, AR",4.9684857801691
5043,"Drew, AR",3.6500515827767823
5045,"Faulkner, AR",2.1082395004206305
5047,"Franklin, AR",4.823655429022438
5049,"Fulton, AR",4.428828386885782
5051,"Garland, AR",2.9310334331084165
5053,"Grant, AR",3.2105814851594396
5055,"Greene, AR",3.145559338629637
5057,"Hempstead, AR",3.7379360864389706
5059,"Hot Spring, AR",2.959371372443968
5061,"Howard, AR",4.557659078957253
5063,"Independence, AR",3.4495150559756325
5065,"Izard, AR",4.868754605747974
5067,"Jackson, AR",3.9850237857520407
5069,"Jefferson, AR",3.742862503969285
5071,"Johnson, AR",3.3783558319429696
5073,"Lafayette, AR",5.0
5075,"Lawrence, AR",5.390416339355852
5077,"Lee, AR",5.85871220361105
5079,"Lincoln, AR",4.337421033073207
5081,"Little River, AR",3.8062687292459705
5083,"Logan, AR",3.66332841055935
5085,"Lonoke, AR",2.465985550408118
5087,"Madison, AR",5.636111282462525
5089,"Marion, AR",4.744173343044428
5091,"Miller, AR",2.6995318094188927
5093,"Mississippi, AR",3.833262118406685
5095,"Monroe, AR",5.2720567375886525
5097,"Montgomery, AR",4.655530726256983
5099,"Nevada, AR",5.011375883127769
5101,"Newton, AR",4.972862263184844
5103,"Ouachita, AR",4.134872010071339
5105,"Perry, AR",3.8156446161274746
5107,"Phillips, AR",5.261743523594539
5109,"Pike, AR",4.0
5111,"Poinsett, AR",5.2237194509541345
5113,"Polk, AR",3.6428287050860955
5115,"Pope, AR",2.536550555982497
5117,"Prairie, AR",3.697154719746001
5119,"Pulaski, AR",2.550369369438146
5121,"Randolph, AR",4.347499293585758
5123,"St. Francis, AR",4.8854440154440155
5125,"Saline, AR",2.166997445882008
5127,"Scott, AR",3.553006939090208
5129,"Searcy, AR",3.708902377339403
5131,"Sebastian, AR",2.5453441073429945
5133,"Sevier, AR",3.953281423804227
5135,"Sharp, AR",5.017270552540988
5137,"Stone, AR",6.039438877755511
5139,"Union, AR",3.568861061116885
5141,"Van Buren, AR",4.303689460401394
5143,"Washington, AR",2.1496756195945568
5145,"White, AR",3.0609430943856175
5147,"Woodruff, AR",5.0
5149,"Yell, AR",3.5957882966828176
6001,"Alameda, CA",1.046116683587304
6003,"Alpine, CA",5.0
6005,"Amador, CA",3.685107601030472
6007,"Butte, CA",3.0178551659086783
6009,"Calaveras, CA",3.9620995737575253
6011,"Colusa, CA",2.6024983686025918
6013,"Contra Costa, CA",1.4096446402760865
6015,"Del Norte, CA",2.7810511002000364
6017,"El Dorado, CA",2.445766136516708
6019,"Fresno, CA",3.1283561099391606
6021,"Glenn, CA",3.0699170717758077
6023,"Humboldt, CA",2.6991099014271
6025,"Imperial, CA",4.750809348039025
6027,"Inyo, CA",2.9240696445458085
6029,"Kern, CA",2.90492512128243
6031,"Kings, CA",2.905079172795708
6033,"Lake, CA",4.34610172131786
6035,"Lassen, CA",2.7249010318644946
6037,"Los Angeles, CA",1.4150666066816204
6039,"Madera, CA",3.4472859688740485
6041,"Marin, CA",1.0396161589465747
6043,"Mariposa, CA",4.164006888633755
6045,"Mendocino, CA",3.2777102632303037
6047,"Merced, CA",2.4663352764737527
6049,"Modoc, CA",3.540698327158415
6051,"Mono, CA",4.0
6053,"Monterey, CA",1.6512173304473974
6055,"Napa, CA",1.5873172758069944
6057,"Nevada, CA",2.189018983515376
6059,"Orange, CA",1.0109605048719843
6061,"Placer, CA",1.7703443731972026
6063,"Plumas, CA",3.857717041800643
6065,"Riverside, CA",2.0700685959796994
6067,"Sacramento, CA",1.8020770678356213
6069,"San Benito, CA",1.6963859811845767
6071,"San Bernardino, CA",2.1372527856584846
6073,"San Diego, CA",1.3835915844257363
6075,"San Francisco, CA",0.5424561780467929
6077,"San Joaquin, CA",2.5205055729642893
6079,"San Luis Obispo, CA",1.4057723315059658
6081,"San Mateo, CA",0.7983498018693732
