GeoFIPS,GeoName,expected_building_loss_rate
1001,"Autauga, AL",0.019612152401589023
1003,"Baldwin, AL",0.021759574777991827
1005,"Barbour, AL",0.01592874098024526
1007,"Bibb, AL",0.03342355399457609
1009,"Blount, AL",0.03389720878625544
1011,"Bullock, AL",0.01885245901639344
1013,"Butler, AL",0.06086882691143836
1015,"Calhoun, AL",0.03784588808040622
1017,"Chambers, AL",0.0213890404040404
1019,"Cherokee, AL",0.030091865807049374
1021,"Chilton, AL",0.025679609578935423
1023,"Choctaw, AL",0.1821103984526112
1025,"Clarke, AL",0.051880922579575606
1027,"Clay, AL",0.03383778960785784
1029,"Cleburne, AL",0.04372870072405471
1031,"Coffee, AL",0.022700801362703728
1033,"Colbert, AL",0.025919913823008525
1035,"Conecuh, AL",0.08608340325964176
1037,"Coosa, AL",0.01850237054940969
1039,"Covington, AL",0.047322478494623656
1041,"Crenshaw, AL",0.06662298468650679
1043,"Cullman, AL",0.034375234451377745
1045,"Dale, AL",0.033898457698317674
1047,"Dallas, AL",0.02044550307798411
1049,"DeKalb, AL",0.0168706590940962
1051,"Elmore, AL",0.019089927782707284
1053,"Escambia, AL",0.05208997760207248
1055,"Etowah, AL",0.04457178631214232
1057,"Fayette, AL",0.03643228446707893
1059,"Franklin, AL",0.03726452679082184
1061,"Geneva, AL",0.03737314608017564
1063,"Greene, AL",0.05345126141278232
1065,"Hale, AL",0.035286568978323996
1067,"Henry, AL",0.018110161676297205
1069,"Houston, AL",0.04273883020381655
1071,"Jackson, AL",0.03611063218390804
1073,"Jefferson, AL",0.07032185817365996
1075,"Lamar, AL",0.03612937702556716
1077,"Lauderdale, AL",0.02159729893253814
1079,"Lawrence, AL",0.02099037146832839
1081,"Lee, AL",0.006842003822478157
1083,"Limestone, AL",0.026460944609245515
1085,"Lowndes, AL",0.020821559678539537
1087,"Macon, AL",0.017215127218302328
1089,"Madison, AL",0.02847669484039793
1091,"Marengo, AL",0.04011751979711195
1093,"Marion, AL",0.03981140762070583
1095,"Marshall, AL",0.04102322281818847
1097,"Mobile, AL",0.2110613700575204
1099,"Monroe, AL",0.05832633286318759
1101,"Montgomery, AL",0.012386377957266428
1103,"Morgan, AL",0.03768568696367006
1105,"Perry, AL",0.02999247820940493
1107,"Pickens, AL",0.0433523143802796
1109,"Pike, AL",0.016802859028590286
1111,"Randolph, AL",0.0312708305735859
1113,"Russell, AL",0.0035581774572059632
1115,"St. Clair, AL",0.026782962643057656
1117,"Shelby, AL",0.029389580756400163
1119,"Sumter, AL",0.06897774478393373
1121,"Talladega, AL",0.028193187953276022
1123,"Tallapoosa, AL",0.010126812362793221
1125,"Tuscaloosa, AL",0.024538191071127077
1127,"Walker, AL",0.03496152862267976
1129,"Washington, AL",0.10034629103439938
1131,"Wilcox, AL",0.04465169927909371
1133,"Winston, AL",0.02768280776992936
2013,"Aleutians East Borough, AK",0.0002
2016,"Aleutians West Census Area, AK",1.7093717093717093e-05
2020,"Anchorage Municipality, AK",0.0010241374846268365
2050,"Bethel Census Area, AK",0.0058008933495092094
2060,"Bristol Bay Borough, AK",0.0001
2068,"Denali Borough, AK",0.0
2070,"Dillingham Census Area, AK",0.0025868373311832295
2090,"Fairbanks North Star Borough, AK",0.0008507630813953488
2100,"Haines Borough, AK",0.0002
2110,"Juneau City and Borough, AK",0.0032139262109411363
2122,"Kenai Peninsula Borough, AK",0.004730329775588397
2130,"Ketchikan Gateway Borough, AK*",0.0
2150,"Kodiak Island Borough, AK",0.0
2164,"Lake and Peninsula Borough, AK",0.0001
2170,"Matanuska-Susitna Borough, AK",0.0029544477028347993
2180,"Nome Census Area, AK",0.001852172607128554
2185,"North Slope Borough, AK",0.0001
2188,"Northwest Arctic Borough, AK",0.0009373169151004537
2220,"Sitka City and Borough, AK",0.007690763888888888
2240,"Southeast Fairbanks Census Area, AK",0.00032247746437918
2290,"Yukon-Koyukuk Census Area, AK",0.04382447461409708
4001,"Apache, AZ",0.017349418970508037
4003,"Cochise, AZ",0.02384746756496937
4005,"Coconino, AZ",0.09621123844444128
4007,"Gila, AZ",0.20176926754566168
4009,"Graham, AZ",0.03042671597010212
4011,"Greenlee, AZ",0.025887051039697545
4012,"La Paz, AZ",0.035700331842446975
4013,"Maricopa, AZ",0.005162539982119797
4015,"Mohave, AZ",0.03571619297527625
4017,"Navajo, AZ",0.09792206827125466
4019,"Pima, AZ",0.020270170697685178
4021,"Pinal, AZ",0.01556502646761847
4023,"Santa Cruz, AZ",0.03792828528399311
4025,"Yavapai, AZ",0.07498335006818173
4027,"Yuma, AZ",0.00036536893463440717
5001,"Arkansas, AR",0.03747251311823155
5003,"Ashley, AR",0.05368917118894919
5005,"Baxter, AR",0.0849469355734183
5007,"Benton, AR",0.02086111853220399
5009,"Boone, AR",0.09609613993731751
5011,"Bradley, AR",0.07189830789038074
5013,"Calhoun, AR",0.07877729198767333
5015,"Carroll, AR",0.07357301269443947
5017,"Chicot, AR",0.09605418747056053
5019,"Clark, AR",0.0632949075314929
5021,"Clay, AR",0.06078034119148364
5023,"Cleburne, AR",0.09710666533864543
5025,"Cleveland, AR",0.05999247047244094
5027,"Columbia, AR",0.06565923199865412
5029,"Conway, AR",0.08900104995685108
5031,"Craighead, AR",0.01754871395966277
5033,"Crawford, AR",0.029214571478665585
5035,"Crittenden, AR",0.016968628780407627
5037,"Cross, AR",0.031785847598668565
5039,"Dallas, AR",0.0667738975133947
5041,"Desha, AR",0.04334292424630626
5043,"Drew, AR",0.043356659607970895
5045,"Faulkner, AR",0.03874949767035527
5047,"Franklin, AR",0.03722041943849363
5049,"Fulton, AR",0.10942361213310442
5051,"Garland, AR",0.041700217137638884
5053,"Grant, AR",0.06487368972746331
5055,"Greene, AR",0.04192740948438926
5057,"Hempstead, AR",0.07572744712022708
5059,"Hot Spring, AR",0.05075340953061285
5061,"Howard, AR",0.060767943805874844
5063,"Independence, AR",0.09716652951078099
5065,"Izard, AR",0.12294154016212232
5067,"Jackson, AR",0.075793263640101
5069,"Jefferson, AR",0.02999307612366849
5071,"Johnson, AR",0.08017758986804187
5073,"Lafayette, AR",0.07627389705882354
5075,"Lawrence, AR",0.06672425524200858
5077,"Lee, AR",0.011956101805525343
5079,"Lincoln, AR",0.06413921218877741
5081,"Little River, AR",0.06295329229772414
5083,"Logan, AR",0.08157365700572274
5085,"Lonoke, AR",0.04168549249944849
5087,"Madison, AR",0.0867550983899821
5089,"Marion, AR",0.10553329691672736
5091,"Miller, AR",0.07853002157348755
5093,"Mississippi, AR",0.01293070075487822
5095,"Monroe, AR",0.08228496453900709
5097,"Montgomery, AR",0.05403231284916201
5099,"Nevada, AR",0.056768794156388455
5101,"Newton, AR",0.0699884792626728
5103,"Ouachita, AR",0.07583796894670583
5105,"Perry, AR",0.11178439401255431
5107,"Phillips, AR",0.020160964205095132
5109,"Pike, AR",0.06444104685756788
5111,"Poinsett, AR",0.03265918563776364
5113,"Polk, AR",0.053601602468398526
5115,"Pope, AR",0.06694493812832296
5117,"Prairie, AR",0.0801578214678227
5119,"Pulaski, AR",0.04091355101064466
5121,"Randolph, AR",0.07583997739474427
5123,"St. Francis, AR",0.029282579150579146
5125,"Saline, AR",0.04084744043880584
5127,"Scott, AR",0.06801960292983808
5129,"Searcy, AR",0.09757206626201315
5131,"Sebastian, AR",0.025469567602730597
5133,"Sevier, AR",0.036955910075522506
5135,"Sharp, AR",0.12978834821168095
5137,"Stone, AR",0.12483451703406814
5139,"Union, AR",0.05319799234454613
5141,"Van Buren, AR",0.10925332291791852
5143,"Washington, AR",0.04038195437579911
5145,"White, AR",0.035134067189761566
5147,"Woodruff, AR",0.0819003367518751
5149,"Yell, AR",0.0895269148341409
6001,"Alameda, CA",0.002728239255797783
6003,"Alpine, CA",0.0625
6005,"Amador, CA",0.07105572874651957
6007,"Butte, CA",0.0624153137274873
6009,"Calaveras, CA",0.14865324735246296
6011,"Colusa, CA",0.018478176563810945
6013,"Contra Costa, CA",0.006630674869183744
6015,"Del Norte, CA",0.04206182942353155
6017,"El Dorado, CA",0.05430870425269008
6019,"Fresno, CA",0.011662078208590778
6021,"Glenn, CA",0.008279954246496997
6023,"Humboldt, CA",0.02249097469471826
6025,"Imperial, CA",0.0006268615004897594
6027,"Inyo, CA",0.02641652667297102
