GeoFIPS,GeoName,expected_agricultural_loss_rate
1001,"Autauga, AL",0.3020545269050198
1003,"Baldwin, AL",0.45966549358643044
1005,"Barbour, AL",1.6576054571980603
1007,"Bibb, AL",0.620460907837994
1009,"Blount, AL",0.43672558554810076
1011,"Bullock, AL",0.0
1013,"Butler, AL",1.3206365039338308
1015,"Calhoun, AL",0.399875255195519
1017,"Chambers, AL",0.8147453654188949
1019,"Cherokee, AL",0.38095919391576266
1021,"Chilton, AL",0.6419188400862558
1023,"Choctaw, AL",1.3236475125725338
1025,"Clarke, AL",0.5907442722148541
1027,"Clay, AL",0.726821361625553
1029,"Cleburne, AL",0.6046836417270045
1031,"Coffee, AL",2.3545594595640895
1033,"Colbert, AL",0.1024818973544394
1035,"Conecuh, AL",1.0461137001775054
1037,"Coosa, AL",0.8286338105419727
1039,"Covington, AL",1.6618614865591397
1041,"Crenshaw, AL",1.6440066960416062
1043,"Cullman, AL",0.4575660422676306
1045,"Dale, AL",1.647479931814031
1047,"Dallas, AL",0.3222279700630923
1049,"DeKalb, AL",0.6425102860748844
1051,"Elmore, AL",0.570274033816425
1053,"Escambia, AL",1.3157015516636534
1055,"Etowah, AL",0.32892997333281426
1057,"Fayette, AL",0.5640973869285801
1059,"Franklin, AL",0.13003928049323077
1061,"Geneva, AL",1.5842967975167506
1063,"Greene, AL",1.2449237626141278
1065,"Hale, AL",0.41549390235667494
1067,"Henry, AL",2.3446642852973794
1069,"Houston, AL",1.3566998758380928
1071,"Jackson, AL",0.6871875048214148
1073,"Jefferson, AL",0.04904043445306815
1075,"Lamar, AL",1.1221566222542312
1077,"Lauderdale, AL",0.08014595488136911
1079,"Lawrence, AL",0.10000874221066006
1081,"Lee, AL",0.0
1083,"Limestone, AL",0.5913857115711466
1085,"Lowndes, AL",1.9068597281476336
1087,"Macon, AL",0.5731474449433397
1089,"Madison, AL",0.09898113648157758
1091,"Marengo, AL",0.9975160498938979
1093,"Marion, AL",0.22547361548248845
1095,"Marshall, AL",0.5299169223048211
1097,"Mobile, AL",0.5325582042625944
1099,"Monroe, AL",0.7513354019746122
1101,"Montgomery, AL",0.1461665869102542
1103,"Morgan, AL",0.391753086492245
1105,"Perry, AL",0.32269626600667173
1107,"Pickens, AL",1.6437144691992294
1109,"Pike, AL",2.4962306453064533
1111,"Randolph, AL",0.9281125182143329
1113,"Russell, AL",1.2987668570541138
1115,"St. Clair, AL",0.43669647683233126
1117,"Shelby, AL",0.231412890756775
1119,"Sumter, AL",1.1931960537626007
1121,"Talladega, AL",0.43839190167564407
1123,"Tallapoosa, AL",0.9814639920080905
1125,"Tuscaloosa, AL",0.23144252719423078
