GeoFIPS,GeoName,Year,Value
1001,"Autauga, AL",2010,-0.03223969694499251
1001,"Autauga, AL",2011,-0.03200195918993465
1001,"Autauga, AL",2012,-0.030550861588953482
1001,"Autauga, AL",2013,-0.031018178559472198
1001,"Autauga, AL",2014,-0.030395086287252848
1001,"Autauga, AL",2015,-0.030034337827220647
1001,"Autauga, AL",2016,-0.03055906024799926
1001,"Autauga, AL",2017,-0.03323159756179639
1001,"Autauga, AL",2018,-0.03198556334890068
1001,"Autauga, AL",2019,-0.030690238232741196
1001,"Autauga, AL",2020,-0.02836167603494666
1001,"Autauga, AL",2021,-0.02700047085310109
1003,"Baldwin, AL",2010,0.01782220657266076
1003,"Baldwin, AL",2011,0.02660678199706279
1003,"Baldwin, AL",2012,0.026459172218425753
1003,"Baldwin, AL",2013,0.031059102178828235
1003,"Baldwin, AL",2014,0.03334629029118541
1003,"Baldwin, AL",2015,0.037468888647552934
1003,"Baldwin, AL",2016,0.03106730058087792
1003,"Baldwin, AL",2017,0.034641390425173224
1003,"Baldwin, AL",2018,0.03973045751850468
1003,"Baldwin, AL",2019,0.044923931640841186
1003,"Baldwin, AL",2020,0.04297460047712387
1003,"Baldwin, AL",2021,0.04489117255715236
1005,"Barbour, AL",2010,-0.046168772961077686
1005,"Barbour, AL",2011,-0.04620971702491372
1005,"Barbour, AL",2012,-0.044948569271256456
1005,"Barbour, AL",2013,-0.045153310897280696
1005,"Barbour, AL",2014,-0.04480934280760307
1005,"Barbour, AL",2015,-0.04712682310708016
1005,"Barbour, AL",2016,-0.046848424230809815
1005,"Barbour, AL",2017,-0.04711863500912539
1005,"Barbour, AL",2018,-0.04705312999761979
1005,"Barbour, AL",2019,-0.04682385927402144
1005,"Barbour, AL",2020,-0.04584940394983905
1005,"Barbour, AL",2021,-0.045693810519239264
1007,"Bibb, AL",2010,-0.047225079788227875
1007,"Bibb, AL",2011,-0.046299793418629887
1007,"Bibb, AL",2012,-0.045562782752483266
1007,"Bibb, AL",2013,-0.04543994279723618
1007,"Bibb, AL",2014,-0.04504684572406137
1007,"Bibb, AL",2015,-0.04525158553146835
1007,"Bibb, AL",2016,-0.045448132170379685
1007,"Bibb, AL",2017,-0.044596404851038995
1007,"Bibb, AL",2018,-0.04439165299407333
1007,"Bibb, AL",2019,-0.04392480484215089
1007,"Bibb, AL",2020,-0.04322859220039821
1007,"Bibb, AL",2021,-0.04309753569295893
1009,"Blount, AL",2010,-0.03034589377960395
1009,"Blount, AL",2011,-0.031001781701151976
1009,"Blount, AL",2012,-0.030493470860586847
1009,"Blount, AL",2013,-0.028935646983811236
1009,"Blount, AL",2014,-0.02852566965959147
1009,"Blount, AL",2015,-0.029394810022996598
1009,"Blount, AL",2016,-0.028812654802455873
1009,"Blount, AL",2017,-0.028123882569661585
1009,"Blount, AL",2018,-0.029968746354722797
1009,"Blount, AL",2019,-0.027476084302929027
1009,"Blount, AL",2020,-0.02709887464589744
1009,"Blount, AL",2021,-0.026410037173847045
1011,"Bullock, AL",2010,-0.05033605867003821
1011,"Bullock, AL",2011,-0.05009048979172581
1011,"Bullock, AL",2012,-0.0503442441946611
1011,"Bullock, AL",2013,-0.050409728148065214
1011,"Bullock, AL",2014,-0.050409728148065214
1011,"Bullock, AL",2015,-0.050696215340641726
1011,"Bullock, AL",2016,-0.05070440056663361
1011,"Bullock, AL",2017,-0.0504424699622672
1011,"Bullock, AL",2018,-0.05124461036905492
1011,"Bullock, AL",2019,-0.05146559666337025
1011,"Bullock, AL",2020,-0.05157199567558546
1011,"Bullock, AL",2021,-0.051653840273046425
1013,"Butler, AL",2010,-0.044801152961362556
1013,"Butler, AL",2011,-0.04511236287498688
1013,"Butler, AL",2012,-0.04511236287498688
1013,"Butler, AL",2013,-0.0451615004835364
1013,"Butler, AL",2014,-0.04547270025315431
1013,"Butler, AL",2015,-0.044317941411687434
1013,"Butler, AL",2016,-0.04441622341416507
1013,"Butler, AL",2017,-0.04518606920587709
1013,"Butler, AL",2018,-0.044948569271256456
1013,"Butler, AL",2019,-0.045210637873555726
1013,"Butler, AL",2020,-0.04670103364114864
1013,"Butler, AL",2021,-0.04700400097337576
1015,"Calhoun, AL",2010,-0.008362079949846613
1015,"Calhoun, AL",2011,-0.007713822537782633
1015,"Calhoun, AL",2012,-0.008698514604926988
1015,"Calhoun, AL",2013,-0.008911862395030834
1015,"Calhoun, AL",2014,-0.007516882268044589
1015,"Calhoun, AL",2015,-0.006409082824305079
1015,"Calhoun, AL",2016,-0.004833519399653818
1015,"Calhoun, AL",2017,-0.003495912556503611
1015,"Calhoun, AL",2018,-0.0023224187894734794
1015,"Calhoun, AL",2019,-0.004086759123161476
1015,"Calhoun, AL",2020,0.0005333765230202125
1015,"Calhoun, AL",2021,0.002289525162853856
1017,"Chambers, AL",2010,-0.04239308166565259
1017,"Chambers, AL",2011,-0.041344514099981744
1017,"Chambers, AL",2012,-0.041975304088702536
1017,"Chambers, AL",2013,-0.04238489009047075
1017,"Chambers, AL",2014,-0.04024669738443909
1017,"Chambers, AL",2015,-0.04036959219411507
1017,"Chambers, AL",2016,-0.04077104004112375
1017,"Chambers, AL",2017,-0.03894393826769771
1017,"Chambers, AL",2018,-0.038976713724020895
1017,"Chambers, AL",2019,-0.03934543181213623
1017,"Chambers, AL",2020,-0.038747283772484375
1017,"Chambers, AL",2021,-0.03712477106170042
1019,"Cherokee, AL",2010,-0.04335145632504189
1019,"Cherokee, AL",2011,-0.044588214848582
1019,"Cherokee, AL",2012,-0.04150835884439141
1019,"Cherokee, AL",2013,-0.04293371297337767
1019,"Cherokee, AL",2014,-0.04138547549489224
1019,"Cherokee, AL",2015,-0.040984047847480665
1019,"Cherokee, AL",2016,-0.039738719293873626
1019,"Cherokee, AL",2017,-0.04151655102308427
1019,"Cherokee, AL",2018,-0.040656341993758116
1019,"Cherokee, AL",2019,-0.04004186999750492
1019,"Cherokee, AL",2020,-0.039861619112654734
1019,"Cherokee, AL",2021,-0.04161485673167831
1021,"Chilton, AL",2010,-0.04124620618543329
1021,"Chilton, AL",2011,-0.04074646197847087
1021,"Chilton, AL",2012,-0.04285180074724282
1021,"Chilton, AL",2013,-0.04313029995904816
1021,"Chilton, AL",2014,-0.04194253659723668
1021,"Chilton, AL",2015,-0.04044332849388932
1021,"Chilton, AL",2016,-0.04044332849388932
1021,"Chilton, AL",2017,-0.03917336469829047
1021,"Chilton, AL",2018,-0.0393618190347762
1021,"Chilton, AL",2019,-0.03873908976994178
1021,"Chilton, AL",2020,-0.038427713822877574
1021,"Chilton, AL",2021,-0.03868173160633004
1023,"Choctaw, AL",2010,-0.049525658435145004
1023,"Choctaw, AL",2011,-0.049771241199620286
1023,"Choctaw, AL",2012,-0.04890348869661265
1023,"Choctaw, AL",2013,-0.048518706808133416
1023,"Choctaw, AL",2014,-0.04809297389976985
1023,"Choctaw, AL",2015,-0.048101161236372425
1023,"Choctaw, AL",2016,-0.04786372585510823
1023,"Choctaw, AL",2017,-0.048264906609606584
1023,"Choctaw, AL",2018,-0.04843683645932417
1023,"Choctaw, AL",2019,-0.04887892858301668
1023,"Choctaw, AL",2020,-0.04844502352351154
1023,"Choctaw, AL",2021,-0.04907540783425468
1025,"Clarke, AL",2010,-0.04594767233923236
1025,"Clarke, AL",2011,-0.04474382386912357
1025,"Clarke, AL",2012,-0.04403128067812678
1025,"Clarke, AL",2013,-0.04508779398883722
1025,"Clarke, AL",2014,-0.04574294552667313
1025,"Clarke, AL",2015,-0.046086884368159886
1025,"Clarke, AL",2016,-0.046037750915020714
1025,"Clarke, AL",2017,-0.04601318410490407
1025,"Clarke, AL",2018,-0.045382617014281146
1025,"Clarke, AL",2019,-0.044899430718479905
1025,"Clarke, AL",2020,-0.04379375628977433
1025,"Clarke, AL",2021,-0.044244229346756314
1027,"Clay, AL",2010,-0.04812572320739428
