GeoFIPS,GeoName,median_owner_occupied_home_value
1001,"Autauga, AL",0.004222750833495548
1003,"Baldwin, AL",0.004827207022194191
1005,"Barbour, AL",0.003484075754270899
1007,"Bibb, AL",0.0036153525281739096
1009,"Blount, AL",0.003960198373725632
1011,"Bullock, AL",0.0033185101000943185
1013,"Butler, AL",0.0035232628637364982
1015,"Calhoun, AL",0.0038142268050014305
1017,"Chambers, AL",0.0036555192775908907
1019,"Cherokee, AL",0.0039886089280780634
1021,"Chilton, AL",0.0037564259372147024
1023,"Choctaw, AL",0.0033890469696158387
1025,"Clarke, AL",0.0037211575987528
1027,"Clay, AL",0.0038063894006847843
1029,"Cleburne, AL",0.00374858852947213
1031,"Coffee, AL",0.0041522144074568335
1033,"Colbert, AL",0.0038779056976179227
1035,"Conecuh, AL",0.0034184373220034203
1037,"Coosa, AL",0.0035467751242295176
1039,"Covington, AL",0.0037035234260447414
1041,"Crenshaw, AL",0.0034478276684852815
1043,"Cullman, AL",0.004015060128067072
1045,"Dale, AL",0.003713320188945435
1047,"Dallas, AL",0.0034439089559641367
1049,"DeKalb, AL",0.003734873064815014
1051,"Elmore, AL",0.004319738350544
1053,"Escambia, AL",0.0036672753971458416
1055,"Etowah, AL",0.0038769260225837154
1057,"Fayette, AL",0.003571267058072758
1059,"Franklin, AL",0.0036574786309202523
1061,"Geneva, AL",0.003736832416995073
1063,"Greene, AL",0.0033939453620883686
1065,"Hale, AL",0.0034860351099992304
1067,"Henry, AL",0.003810308102901505
1069,"Houston, AL",0.004040531648672907
1071,"Jackson, AL",0.0037260559796501447
1073,"Jefferson, AL",0.0043403114498346
1075,"Lamar, AL",0.0036075151122891835
1077,"Lauderdale, AL",0.004123803890812683
1079,"Lawrence, AL",0.0038250032351712093
1081,"Lee, AL",0.004435339527176341
1083,"Limestone, AL",0.00442260381008186
1085,"Lowndes, AL",0.0033684737194579206
1087,"Macon, AL",0.003433132495985758
1089,"Madison, AL",0.004591107026280072
1091,"Marengo, AL",0.003484075754270899
1093,"Marion, AL",0.0034801570427336337
1095,"Marshall, AL",0.004053267407011729
1097,"Mobile, AL",0.004018978823884911
1099,"Monroe, AL",0.0036231899436143244
1101,"Montgomery, AL",0.003926889439795023
1103,"Morgan, AL",0.004100291734070449
1105,"Perry, AL",0.0033361443205981445
1107,"Pickens, AL",0.0036369054195635186
1109,"Pike, AL",0.003889661797446431
1111,"Randolph, AL",0.003824023559737988
1113,"Russell, AL",0.0038847634226484296
1115,"St. Clair, AL",0.004281531156458573
1117,"Shelby, AL",0.0049143973424443654
1119,"Sumter, AL",0.003291079086323645
1121,"Talladega, AL",0.0037319340364911913
1123,"Tallapoosa, AL",0.0037035234260447414
1125,"Tuscaloosa, AL",0.00440790875011321
1127,"Walker, AL",0.0037456495014498437
1129,"Washington, AL",0.003700584397035911
1131,"Wilcox, AL",0.0033204694580302174
1133,"Winston, AL",0.003635925742755397
2013,"Aleutians East Borough, AK",0.004018978823884911
2016,"Aleutians West Census Area, AK",0.005796092785588458
2020,"Anchorage Municipality, AK",0.005815685920375957
2050,"Bethel Census Area, AK",0.0036094744663019984
2060,"Bristol Bay Borough, AK",0.004899702349848933
2068,"Denali Borough, AK",0.004601883385989325
2070,"Dillingham Census Area, AK",0.0041345802944638965
2090,"Fairbanks North Star Borough, AK",0.005014323235480678
2100,"Haines Borough, AK",0.005118167684853292
2110,"Juneau City and Borough, AK",0.006116439970001775
2122,"Kenai Peninsula Borough, AK",0.005047631844337985
2130,"Ketchikan Gateway Borough, AK*",0.005695188071284996
2150,"Kodiak Island Borough, AK",0.005655022084661621
2164,"Lake and Peninsula Borough, AK",0.0037476088534718066
2170,"Matanuska-Susitna Borough, AK",0.0052053577505819515
2180,"Nome Census Area, AK",0.004095393367511191
2185,"North Slope Borough, AK",0.004307002620578038
2188,"Northwest Arctic Borough, AK",0.003887702447549435
2220,"Sitka City and Borough, AK",0.006210486614388611
2240,"Southeast Fairbanks Census Area, AK",0.004491180731243771
2290,"Yukon-Koyukuk Census Area, AK",0.003365534683487992
4001,"Apache, AZ",0.0031686191435895683
4003,"Cochise, AZ",0.004169848517867614
4005,"Coconino, AZ",0.005746130271771621
4007,"Gila, AZ",0.0044755060101078215
4009,"Graham, AZ",0.004080698266654581
4011,"Greenlee, AZ",0.0035144457650460037
4012,"La Paz, AZ",0.0036290680049027024
4013,"Maricopa, AZ",0.005592323922776643
4015,"Mohave, AZ",0.004491180731243771
4017,"Navajo, AZ",0.004034653605920369
4019,"Pima, AZ",0.0047400166285478385
4021,"Pinal, AZ",0.00474687430258669
4023,"Santa Cruz, AZ",0.004228628867111617
4025,"Yavapai, AZ",0.0055012155780522765
4027,"Yuma, AZ",0.004066003164035603
5001,"Arkansas, AR",0.0037260559796501447
5003,"Ashley, AR",0.0033723924339941203
5005,"Baxter, AR",0.003964117071258766
5007,"Benton, AR",0.004675358537207908
5009,"Boone, AR",0.003915133343382227
5011,"Bradley, AR",0.003377290827018653
5013,"Calhoun, AR",0.0033508395027666005
5015,"Carroll, AR",0.004119885198338169
5017,"Chicot, AR",0.003301855556612221
5019,"Clark, AR",0.003788755239264363
5021,"Clay, AR",0.0033498598240002675
5023,"Cleburne, AR",0.0039709747916487625
5025,"Cleveland, AR",0.0035497141565161705
5027,"Columbia, AR",0.0036486615407169687
5029,"Conway, AR",0.0037515275574295792
5031,"Craighead, AR",0.004146336370078885
5033,"Crawford, AR",0.003896519521850106
5035,"Crittenden, AR",0.003894560172057915
5037,"Cross, AR",0.003442929277817308
5039,"Dallas, AR",0.0033723924339941203
5041,"Desha, AR",0.0034380308869839116
5043,"Drew, AR",0.0036251492974050947
5045,"Faulkner, AR",0.004290348202361072
5047,"Franklin, AR",0.0035859622163241234
5049,"Fulton, AR",0.003470360263423622
5051,"Garland, AR",0.004036612953535634
5053,"Grant, AR",0.003830881287616883
5055,"Greene, AR",0.0039464829314024286
5057,"Hempstead, AR",0.003518364475642688
5059,"Hot Spring, AR",0.0036094744663019984
5061,"Howard, AR",0.0036613973374948205
5063,"Independence, AR",0.0035879215706406953
5065,"Izard, AR",0.0034684009074814615
5067,"Jackson, AR",0.0033449614300724573
5069,"Jefferson, AR",0.0034938725326452147
5071,"Johnson, AR",0.003668255073729698
5073,"Lafayette, AR",0.0032029079372928315
5075,"Lawrence, AR",0.0033508395027666005
5077,"Lee, AR",0.0033449614300724573
5079,"Lincoln, AR",0.003506608343528894
5081,"Little River, AR",0.0034566447712707227
5083,"Logan, AR",0.003649641217434274
5085,"Lonoke, AR",0.004112047813009889
5087,"Madison, AR",0.003797572320269671
5089,"Marion, AR",0.0039709747916487625
5091,"Miller, AR",0.0037250763034850642
5093,"Mississippi, AR",0.0035497141565161705
5095,"Monroe, AR",0.003338103678303783
5097,"Montgomery, AR",0.0037515275574295792
5099,"Nevada, AR",0.0033038149147641693
5101,"Newton, AR",0.0040493487122781335
5103,"Ouachita, AR",0.003379250184183169
5105,"Perry, AR",0.003759364964999179
5107,"Phillips, AR",0.0033263475316847035
5109,"Pike, AR",0.003458604127372311
5111,"Poinsett, AR",0.00341059989527559
5113,"Polk, AR",0.0036662957205548796
5115,"Pope, AR",0.003904356920719776
5117,"Prairie, AR",0.003392965683606919
5119,"Pulaski, AR",0.004236466244811998
5121,"Randolph, AR",0.003552653188741095
5123,"St. Francis, AR",0.0032744245398295124
5125,"Saline, AR",0.0042541003427329915
5127,"Scott, AR",0.003412559251996683
5129,"Searcy, AR",0.0036016370500848716
5131,"Sebastian, AR",0.003945503256894023
5133,"Sevier, AR",0.0035301206067839264
5135,"Sharp, AR",0.0033616159687706038
5137,"Stone, AR",0.003798551995900734
5139,"Union, AR",0.0034811367206279975
5141,"Van Buren, AR",0.0036516005708477906
5143,"Washington, AR",0.0045842493422734165
5145,"White, AR",0.0038769260225837154
5147,"Woodruff, AR",0.003359656611373385
5149,"Yell, AR",0.003705482778681768
6001,"Alameda, CA",0.011131088390657684
6003,"Alpine, CA",0.006312370355109342
6005,"Amador, CA",0.00603121010502039
6007,"Butte, CA",0.0057970724424334374
6009,"Calaveras, CA",0.0060811724503717635
6011,"Colusa, CA",0.005551178230113862
6013,"Contra Costa, CA",0.009357056883382509
6015,"Del Norte, CA",0.004935949994410382
6017,"El Dorado, CA",0.0076054980371917935
6019,"Fresno, CA",0.005429700361684553
6021,"Glenn, CA",0.005179886503549502
6023,"Humboldt, CA",0.005985166348323245
6025,"Imperial, CA",0.004760589649324798
6027,"Inyo, CA",0.005462029165047344
6029,"Kern, CA",0.004972197626000874
6031,"Kings, CA",0.004990811269583784
6033,"Lake, CA",0.0051602932320260475
6035,"Lassen, CA",0.004677317873886144
6037,"Los Angeles, CA",0.008945621648024593
6039,"Madera, CA",0.005397371546971508
6041,"Marin, CA",0.013562306510472633
6043,"Mariposa, CA",0.0055717510788035884
6045,"Mendocino, CA",0.006693453552484296
6047,"Merced, CA",0.0054326393442785115
6049,"Modoc, CA",0.004100291734070449
6051,"Mono, CA",0.006428948705232029
6053,"Monterey, CA",0.008449936140145331
6055,"Napa, CA",0.009322770732854258
6057,"Nevada, CA",0.00725184955362046
6059,"Orange, CA",0.009838040238937973
6061,"Placer, CA",0.007891550270578973
6063,"Plumas, CA",0.005241605282782169
6065,"Riverside, CA",0.006431887652990076
6067,"Sacramento, CA",0.00650927990381045
6069,"San Benito, CA",0.008710514430411598
6071,"San Bernardino, CA",0.006238896516682857
6073,"San Diego, CA",0.008751658263747464
6075,"San Francisco, CA",0.014308685101884766
6077,"San Joaquin, CA",0.006442663793818859
6079,"San Luis Obispo, CA",0.008784965154751134
6081,"San Mateo, CA",0.0146162433418624
6083,"Santa Barbara, CA",0.00873206596584608
6085,"Santa Clara, CA",0.01372000721142097
6087,"Santa Cruz, CA",0.010703994572961673
6089,"Shasta, CA",0.0053660223825349185
6091,"Sierra, CA",0.004874231024340592
6093,"Siskiyou, CA",0.004856597026050569
6095,"Solano, CA",0.007152906020510885
6097,"Sonoma, CA",0.009129788278995576
6099,"Stanislaus, CA",0.005921488770687988
6101,"Sutter, CA",0.005803930040038319
6103,"Tehama, CA",0.004993750265623209
6105,"Trinity, CA",0.005554117208786069
6107,"Tulare, CA",0.004964360301355386
6109,"Tuolumne, CA",0.005874465297887266
6111,"Ventura, CA",0.008817292412673039
6113,"Yolo, CA",0.007270462677702261
6115,"Yuba, CA",0.005409127480903386
8001,"Adams, CO*",0.006139951641307206
8003,"Alamosa, CO",0.004178665572101226
8005,"Arapahoe, CO",0.006677779216908819
8007,"Archuleta, CO",0.006098806212083252
8009,"Baca, CO",0.0037623039927188184
8011,"Bent, CO",0.003478197686924922
8013,"Boulder, CO*",0.008247154494371634
8015,"Chaffee, CO",0.006683657093134565
8017,"Cheyenne, CO",0.004150255061696084
8019,"Clear Creek, CO",0.007225399316020731
8021,"Conejos, CO",0.0038769260225837154
8023,"Costilla, CO",0.003812267453966234
8025,"Crowley, CO",0.0033047945938307066
8027,"Custer, CO",0.005180866167021403
8029,"Delta, CO",0.005236706968422933
8031,"Denver, CO",0.007104903661791395
8033,"Dolores, CO",0.004384396650206179
8035,"Douglas, CO",0.007901346557335431
8037,"Eagle, CO",0.00888096726067289
8039,"Elbert, CO",0.007885672497797591
8041,"El Paso, CO",0.005853892520355064
8043,"Fremont, CO",0.004738057293026232
8045,"Garfield, CO",0.006365271476620027
8047,"Gilpin, CO",0.006638593363630374
8049,"Grand, CO",0.00627906222342034
8051,"Gunnison, CO",0.0068766471036274535
