GeoFIPS,GeoName,expected_agricultural_loss_rate
1001,"Autauga, AL",0.3020545269050198
1003,"Baldwin, AL",0.4596654935864304
1005,"Barbour, AL",1.6576054571980603
1007,"Bibb, AL",0.620460907837994
1009,"Blount, AL",0.4367255855481007
1011,"Bullock, AL",0.0
1013,"Butler, AL",1.3206365039338308
1015,"Calhoun, AL",0.399875255195519
1017,"Chambers, AL",0.8147453654188949
1019,"Cherokee, AL",0.3809591939157626
1021,"Chilton, AL",0.6419188400862558
1023,"Choctaw, AL",1.3236475125725338
1025,"Clarke, AL",0.5907442722148541
1027,"Clay, AL",0.726821361625553
1029,"Cleburne, AL",0.6046836417270045
1031,"Coffee, AL",2.354559459564089
1033,"Colbert, AL",0.1024818973544394
1035,"Conecuh, AL",1.0461137001775054
1037,"Coosa, AL",0.8286338105419727
1039,"Covington, AL",1.6618614865591397
1041,"Crenshaw, AL",1.6440066960416062
1043,"Cullman, AL",0.4575660422676306
1045,"Dale, AL",1.647479931814031
1047,"Dallas, AL",0.3222279700630923
1049,"DeKalb, AL",0.6425102860748844
1051,"Elmore, AL",0.570274033816425
1053,"Escambia, AL",1.3157015516636534
1055,"Etowah, AL",0.3289299733328142
1057,"Fayette, AL",0.5640973869285801
1059,"Franklin, AL",0.1300392804932307
1061,"Geneva, AL",1.5842967975167506
1063,"Greene, AL",1.2449237626141278
1065,"Hale, AL",0.4154939023566749
1067,"Henry, AL",2.34466428529738
1069,"Houston, AL",1.3566998758380928
1071,"Jackson, AL",0.6871875048214148
1073,"Jefferson, AL",0.0490404344530681
1075,"Lamar, AL",1.1221566222542312
1077,"Lauderdale, AL",0.0801459548813691
1079,"Lawrence, AL",0.10000874221066
1081,"Lee, AL",0.0
1083,"Limestone, AL",0.5913857115711466
1085,"Lowndes, AL",1.9068597281476336
1087,"Macon, AL",0.5731474449433397
1089,"Madison, AL",0.0989811364815775
1091,"Marengo, AL",0.997516049893898
1093,"Marion, AL",0.2254736154824884
1095,"Marshall, AL",0.5299169223048211
1097,"Mobile, AL",0.5325582042625944
1099,"Monroe, AL",0.7513354019746122
1101,"Montgomery, AL",0.1461665869102542
1103,"Morgan, AL",0.391753086492245
1105,"Perry, AL",0.3226962660066717
1107,"Pickens, AL",1.6437144691992294
1109,"Pike, AL",2.4962306453064533
1111,"Randolph, AL",0.9281125182143328
1113,"Russell, AL",1.2987668570541138
1115,"St. Clair, AL",0.4366964768323312
1117,"Shelby, AL",0.231412890756775
1119,"Sumter, AL",1.1931960537626007
1121,"Talladega, AL",0.438391901675644
1123,"Tallapoosa, AL",0.9814639920080904
1125,"Tuscaloosa, AL",0.2314425271942307
1127,"Walker, AL",0.4703167649352676
1129,"Washington, AL",0.5642703464119461
1131,"Wilcox, AL",1.0000616889804326
1133,"Winston, AL",0.205349693070972
2013,"Aleutians East Borough, AK",0.0
2016,"Aleutians West Census Area, AK",0.0
2020,"Anchorage Municipality, AK",0.0008656073804811
2050,"Bethel Census Area, AK",0.0
2060,"Bristol Bay Borough, AK",0.0
2068,"Denali Borough, AK",0.0
2070,"Dillingham Census Area, AK",0.0
2090,"Fairbanks North Star Borough, AK",0.0234650294735142
2100,"Haines Borough, AK",0.0
2110,"Juneau City and Borough, AK",0.0
2122,"Kenai Peninsula Borough, AK",0.0036333931992337
2130,"Ketchikan Gateway Borough, AK*",0.0
2150,"Kodiak Island Borough, AK",0.0
2164,"Lake and Peninsula Borough, AK",0.0
2170,"Matanuska-Susitna Borough, AK",0.0
2180,"Nome Census Area, AK",0.0
2185,"North Slope Borough, AK",0.0
2188,"Northwest Arctic Borough, AK",0.0
2220,"Sitka City and Borough, AK",0.0
2240,"Southeast Fairbanks Census Area, AK",0.0
2290,"Yukon-Koyukuk Census Area, AK",0.0
4001,"Apache, AZ",11.075071777768455
4003,"Cochise, AZ",4.249867465658195
4005,"Coconino, AZ",0.0198794569418293
4007,"Gila, AZ",1.1760529675419265
4009,"Graham, AZ",8.9914628855669
4011,"Greenlee, AZ",5.942788143247218
4012,"La Paz, AZ",0.0
4013,"Maricopa, AZ",0.0290425768051727
4015,"Mohave, AZ",0.1052586200919617
4017,"Navajo, AZ",7.132817617827401
4019,"Pima, AZ",0.7550962945940536
4021,"Pinal, AZ",5.118243882410298
4023,"Santa Cruz, AZ",4.157820983218588
4025,"Yavapai, AZ",0.0953268495661362
4027,"Yuma, AZ",0.0
5001,"Arkansas, AR",0.2581570280227754
5003,"Ashley, AR",0.263128460779477
5005,"Baxter, AR",0.8043906486108093
5007,"Benton, AR",0.5720833522100851
5009,"Boone, AR",0.8073082478369183
5011,"Bradley, AR",0.4433948225124149
5013,"Calhoun, AR",1.1076068759630202
5015,"Carroll, AR",0.5773607473627749
5017,"Chicot, AR",0.5193465473386717
5019,"Clark, AR",0.7819533011703743
5021,"Clay, AR",0.4546609308885754
5023,"Cleburne, AR",0.9120114183266932
5025,"Cleveland, AR",0.3882621678149606
5027,"Columbia, AR",1.3823651749663526
5029,"Conway, AR",1.043861568702656
5031,"Craighead, AR",0.567716858726536
5033,"Crawford, AR",2.861837565150863
5035,"Crittenden, AR",0.5524310322156477
5037,"Cross, AR",0.6915708511650025
5039,"Dallas, AR",0.2668282593762879
5041,"Desha, AR",0.101809941070971
5043,"Drew, AR",0.2459406309388065
5045,"Faulkner, AR",1.068689237526694
5047,"Franklin, AR",2.860566343443455
5049,"Fulton, AR",0.4354632572970321
5051,"Garland, AR",0.6788903931814724
5053,"Grant, AR",0.9186833278163964
5055,"Greene, AR",0.3240709170616642
5057,"Hempstead, AR",1.8045067759362696
5059,"Hot Spring, AR",0.5495573592880316
5061,"Howard, AR",1.7376832995267073
5063,"Independence, AR",0.7731626312555108
5065,"Izard, AR",0.3861741193809874
5067,"Jackson, AR",0.9729953779291716
5069,"Jefferson, AR",0.1810104615917554
5071,"Johnson, AR",1.0609800015167603
5073,"Lafayette, AR",1.5785148235294115
5075,"Lawrence, AR",0.1963660946280742
5077,"Lee, AR",0.9835279747661516
5079,"Lincoln, AR",0.2485134299516908
5081,"Little River, AR",1.4775306228233578
5083,"Logan, AR",1.9986968848070887
5085,"Lonoke, AR",0.8246909372931832
5087,"Madison, AR",0.9666713959657024
5089,"Marion, AR",0.9317563850449138
5091,"Miller, AR",0.681477995042688
5093,"Mississippi, AR",1.4500552627830794
5095,"Monroe, AR",0.0
5097,"Montgomery, AR",1.5760235195530727
5099,"Nevada, AR",1.6069866842294336
5101,"Newton, AR",1.2834083461341526
5103,"Ouachita, AR",0.5410770667226186
5105,"Perry, AR",1.062560173829068
5107,"Phillips, AR",0.3177170160163388
5109,"Pike, AR",1.4504724432874674
5111,"Poinsett, AR",0.8010986608637428
5113,"Polk, AR",1.551867457947646
5115,"Pope, AR",1.1414502203541348
5117,"Prairie, AR",0.9393182317743316
5119,"Pulaski, AR",0.2208032053582107
5121,"Randolph, AR",0.1750066402938683
5123,"St. Francis, AR",0.8687290386100386
5125,"Saline, AR",0.8365725394632164
5127,"Scott, AR",2.909417463377024
5129,"Searcy, AR",1.075981120384421
5131,"Sebastian, AR",2.109794586608773
5133,"Sevier, AR",1.7930701246999592
5135,"Sharp, AR",0.4060663457611296
5137,"Stone, AR",0.6304958316633266
5139,"Union, AR",0.4760426930974168
5141,"Van Buren, AR",0.9672548431678883
5143,"Washington, AR",0.710184897692099
5145,"White, AR",0.8181346042507808
5147,"Woodruff, AR",0.0
5149,"Yell, AR",0.7982235836749908
6001,"Alameda, CA",1.4535327023203204
6003,"Alpine, CA",0.0
6005,"Amador, CA",22.61879617476385
6007,"Butte, CA",7.762901568526727
6009,"Calaveras, CA",28.6549981434284
6011,"Colusa, CA",13.201919949659738
6013,"Contra Costa, CA",5.52808626492776
6015,"Del Norte, CA",0.0852553300600109
6017,"El Dorado, CA",9.75234688618658
6019,"Fresno, CA",0.5203510558941861
6021,"Glenn, CA",13.03460011438376
6023,"Humboldt, CA",0.0
6025,"Imperial, CA",0.1013410357441298
6027,"Inyo, CA",0.1539334482950436
6029,"Kern, CA",0.1772753277507461
6031,"Kings, CA",1.0116633236225123
6033,"Lake, CA",6.76477748266999
6035,"Lassen, CA",14.39573504120968
6037,"Los Angeles, CA",0.0027275118957439
6039,"Madera, CA",1.031889131008216
6041,"Marin, CA",1.7017592260610983
6043,"Mariposa, CA",0.720782950631458
6045,"Mendocino, CA",4.026646758919563
6047,"Merced, CA",0.9766273363745568
6049,"Modoc, CA",15.62341274278657
6051,"Mono, CA",3.156101194968554
6053,"Monterey, CA",0.1981200897533513
6055,"Napa, CA",8.348557385960765
6057,"Nevada, CA",4.354535427834428
6059,"Orange, CA",0.0108261353377667
6061,"Placer, CA",8.034471848865923
6063,"Plumas, CA",9.374136741693462
6065,"Riverside, CA",0.0354891215991779
6067,"Sacramento, CA",4.207100500605751
6069,"San Benito, CA",0.5094888068106532
6071,"San Bernardino, CA",0.1475921091412827
6073,"San Diego, CA",0.0266173277246912
6075,"San Francisco, CA",0.0
6077,"San Joaquin, CA",0.5522335193905761
6079,"San Luis Obispo, CA",0.794560841706094
6081,"San Mateo, CA",0.9498428368709304
6083,"Santa Barbara, CA",7.794080251287574
6085,"Santa Clara, CA",0.0692215244854654
6087,"Santa Cruz, CA",0.3809848245377095
6089,"Shasta, CA",4.183232719907149
6091,"Sierra, CA",9.8393
6093,"Siskiyou, CA",4.603544485598601
6095,"Solano, CA",7.009594293719969
6097,"Sonoma, CA",6.36589273008492
6099,"Stanislaus, CA",0.6733584483628317
6101,"Sutter, CA",14.16241668730296
6103,"Tehama, CA",12.196240948491676
6105,"Trinity, CA",2.708970275590551
6107,"Tulare, CA",0.0
6109,"Tuolumne, CA",19.893150433897677
6111,"Ventura, CA",0.0229846289758906
6113,"Yolo, CA",8.874751125363465
6115,"Yuba, CA",10.974507811681509
8001,"Adams, CO*",0.1078118833662627
8003,"Alamosa, CO",0.455125063636928
8005,"Arapahoe, CO",0.0116380188035248
8007,"Archuleta, CO",0.1997003848185316
8009,"Baca, CO",0.7021760741364784
8011,"Bent, CO",0.8991
8013,"Boulder, CO*",0.1136108716008806
8015,"Chaffee, CO",0.2961983790969985
8017,"Cheyenne, CO",0.7103
8019,"Clear Creek, CO",0.0424694365455502
8021,"Conejos, CO",0.5141344242125985
8023,"Costilla, CO",0.5915372496662216
8025,"Crowley, CO",1.0058
8027,"Custer, CO",0.7622
8029,"Delta, CO",0.3306033306069033
8031,"Denver, CO",0.0
8033,"Dolores, CO",0.3153
8035,"Douglas, CO",0.1470725926300659
8037,"Eagle, CO",0.1553400760776138
8039,"Elbert, CO",0.4371949372010731
8041,"El Paso, CO",0.0971887280499703
8043,"Fremont, CO",0.4646778512711058
8045,"Garfield, CO",0.2950542646685293
8047,"Gilpin, CO",0.1407
8049,"Grand, CO",0.1743436777102529
8051,"Gunnison, CO",0.2374563028210927
8053,"Hinsdale, CO",0.0
8055,"Huerfano, CO",0.8355604282078155
8057,"Jackson, CO",0.277
8059,"Jefferson, CO*",0.0632825589163497
8061,"Kiowa, CO",0.7716
8063,"Kit Carson, CO",0.2975572445279978
8065,"Lake, CO",0.0
8067,"La Plata, CO",0.2190773882086412
8069,"Larimer, CO",0.0825073784898458
8071,"Las Animas, CO",0.322742534697883
8073,"Lincoln, CO",0.2182394807520143
8075,"Logan, CO",0.1231546201966041
8077,"Mesa, CO",0.240724943459112
