GeoFIPS,GeoName,roadDensity,WeightAvgNatWalkInd
1001,"Autauga, AL",1.9811817417624544,5.483179347823406
1003,"Baldwin, AL",2.48434307054295,6.812529932533961
1005,"Barbour, AL",1.4578924339699215,5.156174850734465
1007,"Bibb, AL",1.9263182191351091,5.241295630350336
1009,"Blount, AL",2.808981492000942,4.674447046558157
1011,"Bullock, AL",1.2110316997029118,4.500982096949768
1013,"Butler, AL",1.621743605951429,5.482813150125043
1015,"Calhoun, AL",3.841548346461319,5.730536875768476
1017,"Chambers, AL",2.136769810272136,5.250827765647667
1019,"Cherokee, AL",2.333695879600569,4.323618148765598
1021,"Chilton, AL",2.4613973729641545,4.714284088242795
1023,"Choctaw, AL",1.2681698337700962,3.943760357011625
1025,"Clarke, AL",1.225735627061113,5.208594743011768
1027,"Clay, AL",1.936860757952224,4.29082573380752
1029,"Cleburne, AL",1.9036729228672369,4.601274155440889
1031,"Coffee, AL",2.1438130262542847,6.013677663454804
1033,"Colbert, AL",2.2577013731683704,6.484799828728781
1035,"Conecuh, AL",1.4782750514752396,4.647341644025092
1037,"Coosa, AL",1.5461907979084657,3.4470597267454632
1039,"Covington, AL",2.162195385128705,5.199191454070575
1041,"Crenshaw, AL",1.6191543695077368,5.110986897513163
1043,"Cullman, AL",3.245167241513224,5.098854372889095
1045,"Dale, AL",2.4746617829558097,5.142635265474815
1047,"Dallas, AL",1.702014265464159,6.11251426043706
1049,"DeKalb, AL",3.2519211540520336,4.864435861376657
1051,"Elmore, AL",2.774593255051532,5.372884138719907
1053,"Escambia, AL",1.806004746308868,5.59796042296046
1055,"Etowah, AL",3.924838566334529,5.93292305794117
1057,"Fayette, AL",1.969366241007604,4.362285197543503
1059,"Franklin, AL",2.235160263172724,5.089462726929396
1061,"Geneva, AL",2.391108647086037,4.6616964251394055
1063,"Greene, AL",1.4013709124690612,3.8564364269595295
1065,"Hale, AL",1.5901564570903146,4.8934640962600255
1067,"Henry, AL",1.860885831630256,4.755791092403002
1069,"Houston, AL",3.248357186056848,6.684989267124705
1071,"Jackson, AL",1.7540248223422297,4.708238952609302
1073,"Jefferson, AL",5.939949413085596,8.91116147290747
1075,"Lamar, AL",2.134526533211429,4.846467618942151
1077,"Lauderdale, AL",2.9602715952485856,5.993737286552876
1079,"Lawrence, AL",2.03962131111367,3.6584466351644207
1081,"Lee, AL",3.1795396959098143,6.217199143644824
1083,"Limestone, AL",2.955869992071328,5.152808823678836
1085,"Lowndes, AL",1.3541562078385787,3.7924482220020512
1087,"Macon, AL",1.7349614676136949,4.652566390315104
1089,"Madison, AL",4.555923619776219,7.588623354588949
1091,"Marengo, AL",1.2515950810043004,5.548657317007677
1093,"Marion, AL",2.438252696091924,5.090583458375571
1095,"Marshall, AL",3.542522038383961,5.904850491335289
1097,"Mobile, AL",3.753662202056703,6.817038819875563
1099,"Monroe, AL",1.4130472307685884,4.529743089117608
1101,"Montgomery, AL",3.1413451247349657,11.499140011609864
1103,"Morgan, AL",3.357055185105,6.131096690814871
1105,"Perry, AL",1.4393058048636955,4.768131983993781
1107,"Pickens, AL",1.59469787765379,4.408192925438172
1109,"Pike, AL",1.755782330833162,5.549461625170704
1111,"Randolph, AL",2.421879416821077,4.854131596859441
1113,"Russell, AL",2.000546781636419,5.973239081833095
1115,"St. Clair, AL",2.7472579752757174,5.562061408521132
1117,"Shelby, AL",3.320277254729941,6.473791502768466
1119,"Sumter, AL",1.2261394278776707,4.688910281085329
1121,"Talladega, AL",2.810522006156164,5.272974203001291
1123,"Tallapoosa, AL",2.329742274103061,5.089608557291884
1125,"Tuscaloosa, AL",2.612472542275288,6.693020485281234
1127,"Walker, AL",2.645660425766135,5.350304167509791
1129,"Washington, AL",1.4490678201041334,3.820304832787658
1131,"Wilcox, AL",1.2628971192729237,4.690705276639375
1133,"Winston, AL",2.179297371535168,4.989438045509487
2013,"Aleutians East Borough, AK",0.0225637030801944,5.822822384181315
2016,"Aleutians West Census Area, AK",0.0859857477754136,4.239072463490957
2020,"Anchorage Municipality, AK",1.1581580324867984,10.01699075557512
2050,"Bethel Census Area, AK",0.033045522466754,4.071784922599169
2060,"Bristol Bay Borough, AK",0.2696605449806293,7.249063670078651
2068,"Denali Borough, AK",0.0618976853278846,6.0
2070,"Dillingham Census Area, AK",0.0126065080943961,4.54599664980603
2090,"Fairbanks North Star Borough, AK",0.3432227356489233,5.742534929595476
2100,"Haines Borough, AK",0.0832214875069499,6.474318241926926
2110,"Juneau City and Borough, AK",0.0934374743003945,10.241030003138324
2122,"Kenai Peninsula Borough, AK",0.1665058360548704,5.879766403364274
2130,"Ketchikan Gateway Borough, AK*",0.0870229653047946,7.793091374108156
2150,"Kodiak Island Borough, AK",0.0436269231917039,6.683786357849219
2164,"Lake and Peninsula Borough, AK",0.0174981596227632,6.097212121406546
2170,"Matanuska-Susitna Borough, AK",0.1186657014595542,5.533805639248173
2180,"Nome Census Area, AK",0.0371939809208151,6.993366919269521
2185,"North Slope Borough, AK",0.0246755758564922,4.884131196417986
2188,"Northwest Arctic Borough, AK",0.0148860776608418,6.118136367584044
2220,"Sitka City and Borough, AK",0.049051919839298,12.8988899067702
2240,"Southeast Fairbanks Census Area, AK",0.0639713831462359,5.196819856640344
2290,"Yukon-Koyukuk Census Area, AK",0.0372379869088068,5.203385657249862
4001,"Apache, AZ",1.1185965030385514,4.334552072672269
4003,"Cochise, AZ",0.9798446164144848,6.095192655529091
4005,"Coconino, AZ",1.4117227957997611,8.867040610802471
4007,"Gila, AZ",0.6678451218214234,5.522471910105881
4009,"Graham, AZ",0.5539724574095165,5.243477036563821
4011,"Greenlee, AZ",0.8515924284504913,3.73768939401452
4012,"La Paz, AZ",0.6303872983078164,5.053322706333654
4013,"Maricopa, AZ",2.9696496444214606,11.07851296746863
4015,"Mohave, AZ",0.765142936896882,6.910660441934545
4017,"Navajo, AZ",1.0003175721090969,5.35180227828467
4019,"Pima, AZ",1.1291248687003643,9.890744405600962
4021,"Pinal, AZ",1.189271830139576,5.927296148301727
4023,"Santa Cruz, AZ",1.4246510815948157,5.583891465006161
4025,"Yavapai, AZ",1.012917507914398,7.156107043054255
4027,"Yuma, AZ",0.6825366424407336,9.905498430518234
5001,"Arkansas, AR",1.682679807172227,6.370025012694991
5003,"Ashley, AR",1.8412068168508804,5.212340328761894
5005,"Baxter, AR",3.0933997911989866,5.960374261159732
5007,"Benton, AR",4.468982024253253,6.542928025308205
5009,"Boone, AR",2.458960253396792,6.185662947614701
5011,"Bradley, AR",1.7136150438565414,5.339879429924095
5013,"Calhoun, AR",1.816928822714298,4.152665641285467
5015,"Carroll, AR",2.425033883863731,5.233926202153153
5017,"Chicot, AR",1.4168391014745148,5.600468009103732
5019,"Clark, AR",1.8389812849852365,6.193135284181819
5021,"Clay, AR",1.88408837318567,5.489586791414448
5023,"Cleburne, AR",2.35900262356592,5.568813581636701
5025,"Cleveland, AR",1.5656122784019937,3.366480265814733
5027,"Columbia, AR",1.7458107389296016,6.337135164171269
5029,"Conway, AR",2.110069034295608,5.221642909538555
5031,"Craighead, AR",2.8680967616836472,6.718838989393421
5033,"Crawford, AR",2.600902286250014,5.827973599171822
5035,"Crittenden, AR",2.2755709247617784,8.887380219137434
5037,"Cross, AR",1.649796281215328,5.816547044572244
5039,"Dallas, AR",1.872493494133528,5.408077682018434
5041,"Desha, AR",1.232492839343364,6.260564763021284
5043,"Drew, AR",1.472393353671145,4.823667711586531
5045,"Faulkner, AR",3.1398267584352078,6.525465080868718
5047,"Franklin, AR",2.0149876592300173,5.181411698635489
5049,"Fulton, AR",2.1288786508469446,3.939492544558118
5051,"Garland, AR",3.9138285269669377,6.974064729726511
5053,"Grant, AR",2.114442236776291,4.083867816661893
5055,"Greene, AR",2.312385357887325,5.747712315764852
5057,"Hempstead, AR",1.7800918505402212,5.504390347429876
5059,"Hot Spring, AR",2.492057730509916,5.44659407353204
5061,"Howard, AR",2.5333604112942893,5.902967610237283
5063,"Independence, AR",1.955050079879324,5.519706240099639
5065,"Izard, AR",2.144973396538054,5.572694643228851
5067,"Jackson, AR",1.839565354006185,5.345902274034717
5069,"Jefferson, AR",2.240924336597637,6.224894922134244
5071,"Johnson, AR",2.2592871156271235,4.926609866616675
5073,"Lafayette, AR",1.5671011666630386,5.236924559958206
5075,"Lawrence, AR",1.871236177132352,5.700161977321135
5077,"Lee, AR",1.3822580922047218,4.688089664324431
5079,"Lincoln, AR",1.3947387512610976,4.472228307190946
5081,"Little River, AR",1.8073398757154504,4.355493812164775
5083,"Logan, AR",1.829069225707481,5.10942838313568
5085,"Lonoke, AR",2.3675959658550685,5.641825702320845
5087,"Madison, AR",1.9151337813013507,4.2991001079001
5089,"Marion, AR",2.2146671307034427,4.669485338982784
5091,"Miller, AR",2.188152816451677,6.362138836117049
5093,"Mississippi, AR",2.14090958031736,6.090919349586445
5095,"Monroe, AR",1.394204688157872,5.731250287544075
5097,"Montgomery, AR",1.7576693738441331,4.4243671004959415
5099,"Nevada, AR",1.5618646682148971,4.671583728370616
5101,"Newton, AR",1.8798487102094183,4.7073139655405205
5103,"Ouachita, AR",1.795086009729726,5.723851599921348
5105,"Perry, AR",2.06635878821454,4.782987793091552
5107,"Phillips, AR",1.5156915993069962,6.008090784887727
5109,"Pike, AR",2.4087919461756293,5.601067110665433
5111,"Poinsett, AR",1.962958860980341,5.557225409538871
5113,"Polk, AR",2.198982176470346,5.38974854938164
5115,"Pope, AR",2.206304243264417,6.2344578176003385
5117,"Prairie, AR",1.7844812712487113,5.581048843590491
5119,"Pulaski, AR",5.118299705125373,9.820409627858748
5121,"Randolph, AR",1.7762953110410626,4.719242932076918
5123,"St. Francis, AR",1.8852444116550635,4.918314697887921
5125,"Saline, AR",3.3987168985398006,6.025879382137429
5127,"Scott, AR",1.5258921037275976,4.801570580403084
5129,"Searcy, AR",2.00490417512216,4.530775379593966
5131,"Sebastian, AR",3.526929351376688,7.096330119163362
5133,"Sevier, AR",2.0880234214678666,5.377333798488689
5135,"Sharp, AR",2.1615091388904983,5.290334252650003
5137,"Stone, AR",1.7235506519965684,5.287133750856983
5139,"Union, AR",1.623755193880768,5.902278599894821
5141,"Van Buren, AR",2.024490379251157,4.782845840462718
5143,"Washington, AR",3.2341933986387343,7.798679817656263
5145,"White, AR",2.234641627951778,5.820512495239899
5147,"Woodruff, AR",1.4441788522042642,5.52414914924039
5149,"Yell, AR",1.5971242139788595,4.947086636064757
6001,"Alameda, CA",8.261915583751701,14.09955679252941
6003,"Alpine, CA",0.6995495500418233,5.41041303107068
6005,"Amador, CA",2.6093760995248902,6.512895749990933
6007,"Butte, CA",2.535592420594587,7.033565268414656
6009,"Calaveras, CA",2.4506375662148328,6.548517003903349
6011,"Colusa, CA",1.4063028001171232,7.159002671735277
6013,"Contra Costa, CA",7.892288778683266,11.11967073378642
6015,"Del Norte, CA",2.186809639753033,10.537929064975495
6017,"El Dorado, CA",3.6731909778908216,8.427557622432376
6019,"Fresno, CA",2.1054103572435614,10.938836010015772
6021,"Glenn, CA",2.119664366612878,7.179642972782091
6023,"Humboldt, CA",2.2161625886769216,10.777620647150714
6025,"Imperial, CA",1.2957028409371447,8.082656367963216
6027,"Inyo, CA",0.6336875618166699,7.354741498845619
6029,"Kern, CA",2.619345060102638,9.949934488848356
6031,"Kings, CA",1.6825248831664317,10.484049086698093
6033,"Lake, CA",2.3884832919674324,9.605911330103572
6035,"Lassen, CA",1.564116927426435,6.117278606128619
6037,"Los Angeles, CA",7.957431351330421,13.44810880357086
6039,"Madera, CA",2.031503563544402,9.03098879885433
6041,"Marin, CA",4.787762313636264,12.08933261592781
6043,"Mariposa, CA",1.6820967618590623,4.684302546657811
6045,"Mendocino, CA",1.996128024887389,9.180307398016655
6047,"Merced, CA",1.7948906509280622,10.978361671327018
6049,"Modoc, CA",1.751711015848339,6.581804281177781
6051,"Mono, CA",1.3855731008484906,10.404214288786724
6053,"Monterey, CA",1.2870153199814052,11.832346134219332
6055,"Napa, CA",1.7632337878448376,8.590918902382967
6057,"Nevada, CA",3.08728027862486,7.732998963772284
6059,"Orange, CA",14.742797317112789,13.26528862750759
6061,"Placer, CA",3.547574562622817,10.272641684153474
6063,"Plumas, CA",2.612210942482743,8.741171541846676
6065,"Riverside, CA",2.228840201083893,10.65592253734952
6067,"Sacramento, CA",7.452639992229755,12.330403355939229
6069,"San Benito, CA",0.6033020774419855,10.76257798089262
6071,"San Bernardino, CA",1.553677939339794,10.970372163757885
6073,"San Diego, CA",4.433458722480887,11.801962890603368
6075,"San Francisco, CA",30.930521114264582,15.98032187645446
6077,"San Joaquin, CA",3.251804978668553,10.814275783316432
6079,"San Luis Obispo, CA",1.921464686703255,10.37902388197842
6081,"San Mateo, CA",7.571254608548391,10.248825944906292
6083,"Santa Barbara, CA",1.771654920572344,10.769777811889846
6085,"Santa Clara, CA",6.273354391379785,13.666153019141277
6087,"Santa Cruz, CA",4.401730907291683,12.042187033809263
6089,"Shasta, CA",2.3033802341462613,9.154228439086266
6091,"Sierra, CA",1.9567769288734305,5.1080204777802045
6093,"Siskiyou, CA",2.256230985290298,7.988634971471658
6095,"Solano, CA",3.673111593303449,11.924558182938972
6097,"Sonoma, CA",2.5775064499349414,10.961913652946407
6099,"Stanislaus, CA",2.305547914879704,12.250393256316798
6101,"Sutter, CA",2.7645021580419216,11.10783127537016
