GeoFIPS,GeoName,Expected_agricultural_loss_rate,Expected_building_loss_rate,Expected_population_loss_rate,Diesel_particulate_matter_exposure,Proximity_to_hazardous_waste_sites,Proximity_to_Risk_Management_Plan_facilities
1001,"Autauga, AL",-0.04776754748818368,-0.08301898338518321,-0.042095951745282356,0.11882914162711988,0.04200961410752857,-0.13210681696001236
1003,"Baldwin, AL",-0.034895202127879665,-0.07778377657923607,-0.050428199113819905,0.05471468354830855,-0.009372730567951404,-0.12387888263549207
1005,"Barbour, AL",0.0630135228427049,-0.09198796285876165,-0.021950870912676335,-0.0711297018652931,-0.06756136643757715,-0.07319743122688638
1007,"Bibb, AL",-0.021750865186030754,-0.04928053986561853,-0.011753672440657392,-0.03740079223459525,-0.024447662950772386,-0.14873632913339319
1009,"Blount, AL",-0.03676956382398955,-0.04812105637811759,-0.013092998636618947,0.021038695575493982,-0.04293155116613523,-0.13446602828035026
1011,"Bullock, AL",-0.07238893163382532,-0.08486996030082217,-0.011753672440657392,-0.09784781113319807,-0.013989946107987983,-0.022419929024932395
1013,"Butler, AL",0.03551389991363463,0.018021959278822663,-0.023452364199846087,-0.018582844625348094,-0.06875731386481554,-0.15198559758340224
1015,"Calhoun, AL",-0.03977996376322901,-0.038450133475965376,0.028550590121655173,0.07390448743175115,0.09032435852600207,-0.014136497645369284
1017,"Chambers, AL",-0.005859325921106495,-0.07868741777552857,-0.04619239014218157,0.03275405029854128,-0.02569773876668724,-0.07998295572897607
1019,"Cherokee, AL",-0.041324989326276595,-0.057432418375151895,0.035645677494853034,-0.016103194048821767,-0.04346395935790803,-0.11477388354233664
1021,"Chilton, AL",-0.019996102767872004,-0.06821624449494557,-0.01763797592950478,0.01756179014691983,-0.026182884318324384,-0.12396648542670574
1023,"Choctaw, AL",0.035759925304354345,0.3054531212827243,0.030527454007171606,-0.1075606419014058,-0.06765238532046525,-0.13868782026244664
