GeoFIPS,GeoName,mexican,puerto_rican,cuban,other_hispanic_latino,white,black_african_american,american_indian_alaska_native,asian,native_hawaiian_other_pacific_islander,other_race_races
1001,"Autauga, AL",-0.07517553434176572,0.029778424885474886,0.030803105567869915,-0.0731173334251275,-0.02000110397727395,0.12896008691043037,-0.03484674516635722,-0.014035713968866381,-0.038104543455453554,-0.0014801693058079657
1003,"Baldwin, AL",-0.06117978552959391,-0.01789542558174595,0.01819978176740844,-0.022912643119661125,0.05859870854543714,0.000599493294092035,-0.027865090700504802,-0.023271591628842958,-0.03633464462050906,-0.02609124233560567
1005,"Barbour, AL",-0.046303146409550244,-0.03720008438164624,-0.036555949201156346,-0.05720479815478452,-0.2510337948802579,0.42471381849870715,-0.032268592288419606,-0.055630481236577434,-0.03633620183405717,-0.011134585071189917
1007,"Bibb, AL",-0.0807859852262598,0.047406126627539846,-0.014006324250892987,-0.059815265726235745,-0.012094733555555681,0.15429537918616365,-0.03655067614583474,-0.06849885509827736,-0.038104543455453554,-0.17383488855731133
1009,"Blount, AL",0.0169026652875226,-0.05610975362113313,-0.01904934328485719,-0.04767734787028455,0.08626859452627,-0.08643521578754321,-0.03597539802702532,-0.05880313415093186,0.018085716755230186,-0.021396263810956495
1011,"Bullock, AL",0.0040083072036698475,0.05407258695679418,-0.036555949201156346,-0.08890670711217419,-0.42823617189691277,0.6098502376676702,-0.03869135585252903,-0.05423376187086992,-0.038104543455453554,-0.11109213342966673
1013,"Butler, AL",-0.07560043118626403,-0.0730839702492233,-0.036555949201156346,-0.08291890026992532,-0.20133630591631813,0.4008200598951861,-0.033092569105546144,0.006981425343330017,-0.038104543455453554,-0.17055616932502626
1015,"Calhoun, AL",-0.06267147209974988,0.020398689933218028,-0.01797884470233646,-0.05760698139418485,-0.03446810193374017,0.14452733198675105,-0.03502163685455817,-0.03603676242039067,0.032938951904102565,-0.03165627937984428
1017,"Chambers, AL",-0.07992174637002358,-0.023039388351834944,-0.0052128911522344445,-0.04178415772309363,-0.17010123788366327,0.3533813369683454,-0.034427949133594926,-0.01904776251251028,-0.03425744782808904,-0.15452139621413297
1019,"Cherokee, AL",-0.07829151113675725,-0.0679088881758606,-0.036555949201156346,-0.06741947849612029,0.12739717815480622,-0.047223165137313616,-0.03347663803268963,-0.07432180417348455,-0.038104543455453554,-0.050723176734887465
1021,"Chilton, AL",-0.0009042415056711439,-0.034766331795816785,-0.036555949201156346,-0.06379816558282847,0.031215025569148347,0.0021363728469594445,-0.03777463895188127,-0.05271672582662068,-0.038104543455453554,0.04792822480426784
1023,"Choctaw, AL",-0.09300058230420605,-0.0730839702492233,-0.027077315813503477,-0.04727265248272561,-0.1569124912030293,0.3651691257438574,-0.03744121757429408,-0.07377336175533122,-0.038104543455453554,-0.16291295903517733
1025,"Clarke, AL",-0.0893999916170416,-0.06905798249849004,-0.036555949201156346,-0.04450721344306807,-0.19654867605166915,0.40605672990486763,-0.03624485438250047,-0.05382212485969662,-0.038104543455453554,-0.15107889764659188
1027,"Clay, AL",-0.05971981999758924,-0.0730839702492233,-0.029432793373557642,-0.06931668840322613,0.04072631737255761,0.054349304336740456,-0.03869135585252903,-0.06600913029094346,-0.038104543455453554,0.0028319167106518606
1029,"Cleburne, AL",-0.0706524961987901,-0.06449178179340509,-0.035213198688153535,-0.05480171202323081,0.13931693275038493,-0.07088889977204693,-0.035502550030841795,-0.08039846485685731,-0.038104543455453554,-0.061835737204674834
1031,"Coffee, AL",-0.05171526462260878,0.21607241276264566,0.04272694915125497,0.003384436158627935,-0.05279100803138104,0.08821492139654907,-0.023049659082422846,0.005583180766808971,-0.03305145766724993,0.13908121276544283
1033,"Colbert, AL",-0.06710735343971796,-0.059420623307874565,-0.013417485530134998,-0.0539431143460839,0.018895690937704268,0.08965408711297318,-0.030764446018137104,-0.05375990377084072,0.0004706937371710129,-0.08475154753131342
1035,"Conecuh, AL",-0.0951666455400132,-0.0730839702492233,-0.036555949201156346,-0.08240548134938253,-0.20784572336002027,0.43279665384011956,-0.03422959664596792,-0.05839753331178066,-0.038104543455453554,-0.15939068571648773
1037,"Coosa, AL",-0.078845610336303,0.0036843490030893378,-0.036555949201156346,-0.05353968589069047,-0.0946806054026621,0.25324935221520484,-0.03278319817690534,-0.08079631467733994,-0.038104543455453554,-0.04831384901309799
1039,"Covington, AL",-0.08026225906979823,-0.06838295744296319,-0.036555949201156346,-0.056290253202214924,0.060883208492866325,0.04322225638650257,-0.031011493764767195,-0.05071494193266546,5.551442741102974e-05,-0.07596368088159577
1041,"Crenshaw, AL",-0.09437309974460417,-0.013727214479619998,-0.036555949201156346,-0.07594594872932348,-0.04381602780391014,0.17981029547631477,-0.03577108699578868,-0.002147052877823463,-0.021304545238170047,0.038978474365445326
1043,"Cullman, AL",-0.04980706425325876,-0.0462113139688739,-0.009639779513258229,-0.05373251931253176,0.12871215806300773,-0.0881187109362227,-0.031085773032227593,-0.05939639753656434,-0.0334902349754318,-0.030957149432640496
1045,"Dale, AL",-0.047762848696395244,0.1810332199713518,-0.012841458401605776,-0.0404633120013691,-0.06724475920844841,0.13471294731234118,-0.024870057277855406,-0.00809959230153745,-0.023644223872110515,0.07036279354043007
1047,"Dallas, AL",-0.09435814437941248,-0.07128422016639058,-0.036555949201156346,-0.08621912701144197,-0.3829927113306827,0.6288354770510793,-0.0350742314350162,-0.042637579394989356,-0.038104543455453554,-0.2049667433564909
1049,"DeKalb, AL",0.018978463243954247,-0.06651498635999742,-0.004343207010231165,0.21296822405042226,0.03426297360602604,-0.08305368409130998,-0.02613901808197827,-0.07619359632410105,-0.009368055348935034,0.005616091402335099
1051,"Elmore, AL",-0.06697264974949735,-0.044864349406017134,-0.03331011788229643,-0.056000775257965985,-0.02064075558089007,0.14094690757426842,-0.03140198689255014,-0.021717277976072813,-0.038104543455453554,-0.09138173919717396
1053,"Escambia, AL",-0.0676295268851983,-0.0513958685356003,-0.036555949201156346,-0.07722253592323913,-0.12841943072303375,0.2579567818445663,0.035036687435774594,-0.06584670404474635,-0.038104543455453554,0.0037456712967391947
1055,"Etowah, AL",-0.064794835217441,-0.02333673724412688,-0.0070500496484797726,-0.021482646051688037,0.013006125568958637,0.07825383260634644,-0.03449576388862596,-0.04065359612251618,-0.03724118407559596,-0.0376976181283597
1057,"Fayette, AL",-0.08879470919046117,-0.0730839702492233,-0.036555949201156346,-0.08598325103831639,0.06915805306272893,0.0481542365838028,-0.035061460032491,-0.05441041407334346,-0.016256116219979355,-0.06194001583114794
1059,"Franklin, AL",0.04265293799255576,-0.03375890934317505,0.046750024528115164,0.24612906333014273,0.0024947850364396285,-0.05114330289235913,-0.034411914438574165,-0.0648940764926812,-0.031131525329697096,-0.14623754211242368
1061,"Geneva, AL",-0.05272367914240583,-0.022610403643964716,0.01665262183571281,-0.07144207979400308,0.050022845669080995,0.0072568483260242456,-0.02666483220622029,-0.044706718114254196,-0.02466783309673337,0.0776441825532197
1063,"Greene, AL",-0.08793665260838213,0.14828726921259272,-0.036555949201156346,-0.08281124262823136,-0.4480188898492913,0.6797285077045125,-0.03869135585252903,-0.08079631467733994,-0.038104543455453554,-0.1832432706731294
1065,"Hale, AL",-0.0951666455400132,-0.0730839702492233,-0.036555949201156346,-0.08535522029130416,-0.2991669192974755,0.5307812475976186,-0.03869135585252903,-0.06218953614506795,-0.038104543455453554,-0.05403180551911646
1067,"Henry, AL",-0.07460951062435017,0.02103025466295838,0.018815372240354122,-0.08360992822866964,-0.051885489690585596,0.20542399817638501,-0.03416565395426163,-0.05809131012160462,0.013992039368531772,-0.17425552313573822
1069,"Houston, AL",-0.06729096709589921,-0.016033144646880437,-0.0013846270348057965,-0.05481735845530955,-0.0848056432695875,0.21389355740418803,-0.03465264107409016,-0.025958221859266994,-0.030543442137074273,0.009050400370216538
1071,"Jackson, AL",-0.06738503074178381,-0.03208003637354373,-0.03155723514028885,-0.05696898701540298,0.11100490220875514,-0.06064133865379717,-0.018506766697734656,-0.06014655648835898,-0.021096000597450093,0.024889193362399364
1073,"Jefferson, AL",-0.06230140573648668,-0.029697536929620627,-0.019425242597190695,-0.035478904222624674,-0.21510545609522647,0.3805550704671712,-0.03644256962009662,0.019532584533893615,-0.02787387652933615,-0.061637294542065124
1075,"Lamar, AL",-0.08341030603344002,-0.0730839702492233,-0.036555949201156346,-0.08237868722901431,0.08666860175807711,0.029083788898929264,-0.038199330802289766,-0.07305627338018761,-0.038104543455453554,-0.10456458303641325
