GeoFIPS,GeoName,agri_forestry_mining,construction,manufacturing,wholesale_trade,retail_trade,transport_utilities,information,finance_real_estate,prof_sci_mgmt_admin,education_health,arts_entertainment,other_services,public_admin
1001,"Autauga, AL",0.0077306636774767,0.0718178655637586,0.1208689265973483,0.0302655482973213,0.1175833945344207,0.0445672761006532,0.0120211820184762,0.0608403231417417,0.0964400293765219,0.2016157087085926,0.0974836689729813,0.0474276216613196,0.0913377913493873
1003,"Baldwin, AL",0.0175055333582454,0.0868665382735922,0.0946563568944206,0.0216064464821255,0.1434073988904538,0.0465089539797062,0.0136441595523489,0.0713348088955321,0.1150363620684699,0.1889294508800674,0.1025898991060392,0.0465760249887416,0.0513380666302566
1005,"Barbour, AL",0.0547833197056418,0.0459058521200794,0.2541759140287349,0.0122649223221586,0.0953159677607756,0.0636607872912043,0.0058404392010279,0.0387805162948253,0.0559514075458474,0.1824553206401121,0.0815325312463497,0.0379628548066814,0.0713701670365611
1007,"Bibb, AL",0.0363614252705825,0.1162592727714945,0.1348656208196522,0.0308889699623008,0.1155296120637237,0.05630548461632,0.0172686367505776,0.0606834488629454,0.0625076006323726,0.2123312659613279,0.0349021038550407,0.069439377356196,0.0526571810774656
1009,"Blount, AL",0.0182725622834515,0.0952400593961392,0.1703514271572347,0.036833855799373,0.1220095693779904,0.0755650882692625,0.0083732057416267,0.0445883517571357,0.0833608315459495,0.2132486388384755,0.0464032337898036,0.0519716218445801,0.033781554198977
1011,"Bullock, AL",0.0440020953378732,0.0479308538501833,0.4264012572027239,0.0047145102147721,0.0618124672603457,0.0277632268203247,0.0154531168150864,0.0235725510738606,0.0217391304347826,0.1325301204819277,0.074384494499738,0.0303823991618648,0.0893137768465165
1013,"Butler, AL",0.0245804149596934,0.0438747191753667,0.2479185938945421,0.0204836791330778,0.0972644376899696,0.0488965243821858,0.0112329853310426,0.0426853442579622,0.0609224263248315,0.1791991542222809,0.1044006871943967,0.0547112462006079,0.0638297872340425
1015,"Calhoun, AL",0.0096183237218022,0.0521875573125751,0.180791881482689,0.0248812992888146,0.128196768080207,0.0446273918448026,0.013816151447843,0.0370468485725348,0.0700792696594868,0.2316752593075622,0.0915167199885884,0.0439956799054469,0.0715668493876469
1017,"Chambers, AL",0.0226773484946375,0.0472929319033466,0.3070810182194082,0.0176379377180514,0.0814704742214756,0.0474867553947538,0.0155704871430417,0.0333376405220312,0.0775940043933324,0.1974415299134255,0.0774647887323943,0.0399922470603437,0.0349528362837575
1019,"Cherokee, AL",0.0341025117418827,0.0983255054114764,0.2059424137226873,0.01439656932816,0.1043496017970185,0.0686134367980396,0.0033694098427608,0.032162548499081,0.0279763120277721,0.2383091688789054,0.0673881968552174,0.0487032877271799,0.0563610373698182
1021,"Chilton, AL",0.0188807235726399,0.161503674392312,0.1460146975692481,0.0347088750706613,0.1318824194460147,0.0531373657433578,0.0050310910118711,0.0674392312040701,0.0448275862068965,0.171791972866026,0.0565291124929338,0.0605992085924251,0.0476540418315432
1023,"Choctaw, AL",0.0927021696252465,0.0948937102783256,0.1661187815033969,0.0179706333552487,0.1402586017970633,0.0613631382862152,0.0087661626123164,0.0412009642778873,0.0473372781065088,0.205347359193513,0.059171597633136,0.0324348016655708,0.0324348016655708
1025,"Clarke, AL",0.0375267598539226,0.0962095453973051,0.1478403223775343,0.0139780884019644,0.1417957436091172,0.0803425261302103,0.0064223649414431,0.0700163707341644,0.0376526885782647,0.2129454728623599,0.0557864248835159,0.06787558242035,0.0316081098098476
1027,"Clay, AL",0.0246640898214614,0.0872446162341247,0.2753543162157187,0.0130682863979385,0.1205595435302779,0.0605558623228418,0.0069942941284741,0.0397570403092214,0.0502484815019326,0.2026504693539481,0.0303699613473219,0.0320265046935394,0.0565065341431989
1029,"Cleburne, AL",0.0244452149791955,0.1338418862690707,0.210124826629681,0.0417822468793342,0.0925797503467406,0.0391816920943134,0.004507628294036,0.0409153952843273,0.0653606102635228,0.1733703190013869,0.0631067961165048,0.0518377253814147,0.0589459084604715
1031,"Coffee, AL",0.0327436087439792,0.0481659874027417,0.0993423490181548,0.0243608743979251,0.1102723230826231,0.1099018154872174,0.0101426454242311,0.0394127454612819,0.0769729529455353,0.2215172286031863,0.0815116709892552,0.0516394961096702,0.0940163023341978
1033,"Colbert, AL",0.0175550845763186,0.0865357699844043,0.1922661654736673,0.0237133602591274,0.1101291638341264,0.0636221857879793,0.0139560922941576,0.0358299676090694,0.0660615027792218,0.2079417763026352,0.0736993641780301,0.0653816931259247,0.0433078737953373
1035,"Conecuh, AL",0.0285643930066486,0.0536813592711154,0.2610194533366166,0.0110810145284412,0.1253385865550357,0.0507264220635311,0.0086185668554543,0.0765821226298941,0.0408766313715833,0.1780349667569564,0.061314947057375,0.035459246491012,0.0687022900763358
1037,"Coosa, AL",0.0305232558139534,0.0903585271317829,0.2388565891472868,0.0225290697674418,0.1383236434108527,0.0540213178294573,0.0016957364341085,0.0288275193798449,0.0264050387596899,0.1838662790697674,0.0632267441860465,0.0734011627906976,0.0479651162790697
1039,"Covington, AL",0.0569121831778174,0.068956389385216,0.1438025279597644,0.027198729402422,0.1022433988485209,0.0865594599960293,0.0113162596783799,0.0362649725365627,0.0732578916021441,0.2187148434914962,0.0630666401958837,0.0489047713586129,0.0628019323671497
1041,"Crenshaw, AL",0.0461244019138755,0.0633492822966507,0.2267942583732057,0.0229665071770334,0.1236363636363636,0.077511961722488,0.0116746411483253,0.0413397129186602,0.0838277511961722,0.1783732057416268,0.0357894736842105,0.0357894736842105,0.052822966507177
1043,"Cullman, AL",0.0219121956279335,0.1034670539117807,0.1567824080076757,0.0217047428882607,0.1409122734227109,0.057231024557218,0.004745481420014,0.0456655343204626,0.0792469465549879,0.2075823976350387,0.077328008713015,0.0443170915125897,0.0391048414283121
1045,"Dale, AL",0.0218198434911749,0.0702576112412178,0.1059576169532187,0.0171931227508996,0.1428000228480036,0.1074427371908379,0.0035985605757696,0.0355857656937225,0.0674016107842577,0.1961501113840178,0.1084708973553435,0.049066087850574,0.0742560118809619
1047,"Dallas, AL",0.0138973217297443,0.0467516697024893,0.2429332793631518,0.0197665789651217,0.1113809620184847,0.0473588342440801,0.0166632935303244,0.0534979423868312,0.0821696012952843,0.215745800445254,0.0518113742157458,0.0521486878499629,0.0458746542535249
1049,"DeKalb, AL",0.0280358216935106,0.0839069705273006,0.2631491011160863,0.0169083739891732,0.0924614047985029,0.0749849629085076,0.0222883111675466,0.0435741495689367,0.0531978881240393,0.1787408942057074,0.0545345184789146,0.060749849629085,0.0274677537926886
1051,"Elmore, AL",0.0127743029789038,0.0692250609562175,0.1091911374960245,0.0231633626629916,0.1268684405809392,0.0575903742181702,0.007473762323757,0.0535354606169829,0.0821583801547757,0.2188593236510124,0.0874324181066468,0.0451341036785752,0.1065938725750026
1053,"Escambia, AL",0.0290078691559944,0.065962042894615,0.153602839068045,0.0202129301033791,0.1542200277734917,0.0425088720876407,0.0082548989353494,0.0247646968060484,0.0476006789075759,0.1903255670421231,0.1131769788612868,0.0690479864218484,0.0813146119426014
1055,"Etowah, AL",0.006115717623345,0.0706170690366026,0.1749965642035824,0.0185991112739933,0.1388977965092308,0.0456502817353062,0.0102157680150258,0.0308992624490356,0.05799624352925,0.2435979660085207,0.0965000687159283,0.0581565806954052,0.0477575702047734
