GeoFIPS,GeoName,Year,Value
1001,"Autauga, AL",1998,-0.18324607329842935
1001,"Autauga, AL",1999,-0.2251308900523561
1001,"Autauga, AL",2000,-0.3717277486910995
1001,"Autauga, AL",2001,-0.34031413612565453
1001,"Autauga, AL",2002,-0.3560209424083769
1001,"Autauga, AL",2003,-0.31937172774869105
1001,"Autauga, AL",2004,-0.25654450261780093
1001,"Autauga, AL",2005,-0.34031413612565453
1001,"Autauga, AL",2006,-0.24607329842931924
1001,"Autauga, AL",2007,-0.38743455497382195
1001,"Autauga, AL",2008,-0.3298429319371726
1001,"Autauga, AL",2009,-0.26178010471204183
1001,"Autauga, AL",2010,-0.19371727748691092
1001,"Autauga, AL",2011,-0.010471204188481686
1001,"Autauga, AL",2012,-0.1413612565445026
1001,"Autauga, AL",2013,-0.08376963350785327
1001,"Autauga, AL",2014,-0.16230366492146586
1001,"Autauga, AL",2015,-0.12565445026178002
1001,"Autauga, AL",2016,-0.09947643979057574
1001,"Autauga, AL",2017,-0.09947643979057574
1001,"Autauga, AL",2018,-0.09947643979057574
1001,"Autauga, AL",2019,-0.2774869109947644
1001,"Autauga, AL",2020,-0.3298429319371726
1001,"Autauga, AL",2021,-0.2670157068062825
1003,"Baldwin, AL",1998,-0.23036649214659677
1003,"Baldwin, AL",1999,-0.2722513089005235
1003,"Baldwin, AL",2000,-0.2984293193717277
1003,"Baldwin, AL",2001,-0.19371727748691092
1003,"Baldwin, AL",2002,-0.2984293193717277
1003,"Baldwin, AL",2003,-0.2931937172774869
1003,"Baldwin, AL",2004,-0.3298429319371726
1003,"Baldwin, AL",2005,-0.12041884816753923
1003,"Baldwin, AL",2006,-0.2879581151832461
1003,"Baldwin, AL",2007,-0.30890052356020936
1003,"Baldwin, AL",2008,-0.31937172774869105
1003,"Baldwin, AL",2009,-0.08376963350785327
1003,"Baldwin, AL",2010,-0.05235602094240843
1003,"Baldwin, AL",2011,-0.03664921465968585
1003,"Baldwin, AL",2012,-0.03664921465968585
1003,"Baldwin, AL",2013,-0.020942408376963262
1003,"Baldwin, AL",2014,-0.07329842931937158
1003,"Baldwin, AL",2015,-0.08376963350785327
1003,"Baldwin, AL",2016,-0.18848167539267013
1003,"Baldwin, AL",2017,-0.34031413612565453
1003,"Baldwin, AL",2018,-0.38219895287958106
1003,"Baldwin, AL",2019,-0.40314136125654454
1003,"Baldwin, AL",2020,-0.46073298429319365
1003,"Baldwin, AL",2021,-0.25130890052356014
1005,"Barbour, AL",1998,0.18050541516245486
1005,"Barbour, AL",1999,0.16425992779783388
1005,"Barbour, AL",2000,0.13176895306859207
1005,"Barbour, AL",2001,0.1768953068592058
1005,"Barbour, AL",2002,0.148014440433213
1005,"Barbour, AL",2003,0.16606498194945846
1005,"Barbour, AL",2004,0.1768953068592058
1005,"Barbour, AL",2005,0.18411552346570395
1005,"Barbour, AL",2006,0.22924187725631767
1005,"Barbour, AL",2007,0.23104693140794225
1005,"Barbour, AL",2008,0.1913357400722021
1005,"Barbour, AL",2009,0.35920577617328525
