GeoFIPS,GeoName,expected_population_loss_rate
1001,"Autauga, AL",-0.042095951745282356
1003,"Baldwin, AL",-0.050428199113819905
1005,"Barbour, AL",-0.021950870912676335
1007,"Bibb, AL",-0.011753672440657392
1009,"Blount, AL",-0.013092998636618947
1011,"Bullock, AL",-0.011753672440657392
1013,"Butler, AL",-0.023452364199846087
1015,"Calhoun, AL",0.028550590121655173
1017,"Chambers, AL",-0.04619239014218157
1019,"Cherokee, AL",0.035645677494853034
1021,"Chilton, AL",-0.01763797592950478
1023,"Choctaw, AL",0.030527454007171606
1025,"Clarke, AL",-0.03319370971036706
1027,"Clay, AL",-0.011753672440666274
1029,"Cleburne, AL",0.0033686635804481835
1031,"Coffee, AL",-0.025184047258049236
1033,"Colbert, AL",-0.003661796646180271
1035,"Conecuh, AL",-0.029477309189269052
1037,"Coosa, AL",-0.035485888284478295
1039,"Covington, AL",-0.02723453744182358
1041,"Crenshaw, AL",-0.018127496908308616
1043,"Cullman, AL",-0.04282968197835946
1045,"Dale, AL",-0.026082542897599148
1047,"Dallas, AL",-0.0255991262008608
1049,"DeKalb, AL",-0.011071823045719076
1051,"Elmore, AL",-0.046524818564302794
1053,"Escambia, AL",-0.029772043267971227
1055,"Etowah, AL",0.012903225746600855
1057,"Fayette, AL",-0.03175585842115558
1059,"Franklin, AL",0.05026412322296259
1061,"Geneva, AL",-0.04530133810497117
1063,"Greene, AL",-0.0010276803028675952
1065,"Hale, AL",-0.014952433158584966
1067,"Henry, AL",-0.01523457520796323
1069,"Houston, AL",-0.01678691987755232
1071,"Jackson, AL",0.009242597087812499
1073,"Jefferson, AL",-0.04623820077368579
1075,"Lamar, AL",0.014842152710374368
1077,"Lauderdale, AL",-0.0029588867685829134
1079,"Lawrence, AL",0.05147908880657148
1081,"Lee, AL",-0.055400286503002105
1083,"Limestone, AL",-0.019350456227748336
1085,"Lowndes, AL",0.010340033967178863
1087,"Macon, AL",-0.053087083893026965
1089,"Madison, AL",-0.01962351137505014
1091,"Marengo, AL",-0.006340385675378202
1093,"Marion, AL",-0.002888386888825978
1095,"Marshall, AL",0.03172115512385609
