GeoFIPS,GeoName,proximity_to_risk_management_plan_facilities
1001,"Autauga, AL",0.0879709281328999
1003,"Baldwin, AL",0.1149233660668138
1005,"Barbour, AL",0.2798592326800994
1007,"Bibb, AL",0.0333108078068732
1009,"Blount, AL",0.0802319654652311
1011,"Bullock, AL",0.4438768540202967
1013,"Butler, AL",0.0225993544482549
1015,"Calhoun, AL",0.4705754768012005
1017,"Chambers, AL",0.2578669043374925
1019,"Cherokee, AL",0.1446840134347373
1021,"Chilton, AL",0.1146367041198501
1023,"Choctaw, AL",0.0663705996131528
1025,"Clarke, AL",0.2255043932360742
1027,"Clay, AL",0.1625335532728499
1029,"Cleburne, AL",0.0967531509788146
1031,"Coffee, AL",0.101083968874608
1033,"Colbert, AL",0.4686951123769878
1035,"Conecuh, AL",0.0761683072454413
1037,"Coosa, AL",0.07
1039,"Covington, AL",0.1662217741935484
1041,"Crenshaw, AL",0.1383906385437734
1043,"Cullman, AL",0.2256514549865424
1045,"Dale, AL",0.27480569028147
1047,"Dallas, AL",0.3431852665457611
1049,"DeKalb, AL",0.2543374000841397
1051,"Elmore, AL",0.1631672089125505
1053,"Escambia, AL",0.1570709987316836
1055,"Etowah, AL",0.8175558648343522
1057,"Fayette, AL",0.0246313811082817
1059,"Franklin, AL",0.3133604525519609
1061,"Geneva, AL",0.2430291100427754
1063,"Greene, AL",0.2372164824603556
1065,"Hale, AL",0.1316348166655412
1067,"Henry, AL",0.166706356154789
1069,"Houston, AL",1.0550367710263415
1071,"Jackson, AL",0.2390152742420735
1073,"Jefferson, AL",0.6600323490177056
1075,"Lamar, AL",0.0328174288800864
1077,"Lauderdale, AL",0.8401082587838714
1079,"Lawrence, AL",0.0638940649767076
1081,"Lee, AL",0.3750303440230341
1083,"Limestone, AL",0.3110987363687228
1085,"Lowndes, AL",0.0647554320865165
1087,"Macon, AL",0.0760626469959375
1089,"Madison, AL",0.226100569731365
1091,"Marengo, AL",0.3534392629781067
1093,"Marion, AL",0.1363339583472845
1095,"Marshall, AL",1.0169682046778123
1097,"Mobile, AL",0.6301049952428558
1099,"Monroe, AL",0.4074188998589562
1101,"Montgomery, AL",0.4409553143768644
1103,"Morgan, AL",0.5899254275959837
1105,"Perry, AL",0.0236780372323254
1107,"Pickens, AL",0.075510052857778
1109,"Pike, AL",0.8102205022050222
1111,"Randolph, AL",0.0342018810438468
1113,"Russell, AL",0.8762948647156268
1115,"St. Clair, AL",0.2027893259384695
1117,"Shelby, AL",0.1528323306720641
1119,"Sumter, AL",0.0348253496913339
1121,"Talladega, AL",0.3692667968701407
1123,"Tallapoosa, AL",0.183783083791717
1125,"Tuscaloosa, AL",0.4131618147174453
1127,"Walker, AL",0.2343949461862424
1129,"Washington, AL",0.1960606976603591
1131,"Wilcox, AL",0.02
1133,"Winston, AL",0.0543361083081063
2013,"Aleutians East Borough, AK",1.01
2016,"Aleutians West Census Area, AK",2.126328536328536
2020,"Anchorage Municipality, AK",0.8015338754680085
2050,"Bethel Census Area, AK",0.0
2060,"Bristol Bay Borough, AK",0.55
2068,"Denali Borough, AK",0.0
2070,"Dillingham Census Area, AK",0.1210643015521064
2090,"Fairbanks North Star Borough, AK",0.2068399749677002
2100,"Haines Borough, AK",0.01
2110,"Juneau City and Borough, AK",0.0114968814968814
2122,"Kenai Peninsula Borough, AK",0.0898074028461959
2130,"Ketchikan Gateway Borough, AK*",1.8744557971014493
2150,"Kodiak Island Borough, AK",1.7723143260724108
2164,"Lake and Peninsula Borough, AK",0.0
2170,"Matanuska-Susitna Borough, AK",0.1240076303277055
2180,"Nome Census Area, AK",0.0
2185,"North Slope Borough, AK",0.0428155637254902
2188,"Northwest Arctic Borough, AK",0.0
2220,"Sitka City and Borough, AK",0.9688402777777778
2240,"Southeast Fairbanks Census Area, AK",0.0
2290,"Yukon-Koyukuk Census Area, AK",0.00236563139297
4001,"Apache, AZ",0.0199762274335416
4003,"Cochise, AZ",0.0504391937521351
4005,"Coconino, AZ",0.1984031739739796
4007,"Gila, AZ",0.1055275837597579
4009,"Graham, AZ",0.1846428571428571
4011,"Greenlee, AZ",0.2201879857172863
4012,"La Paz, AZ",0.0764223536767181
4013,"Maricopa, AZ",0.8869974796768627
4015,"Mohave, AZ",0.1268316040347625
4017,"Navajo, AZ",0.0506744760684543
4019,"Pima, AZ",0.2132848618820091
4021,"Pinal, AZ",0.2687534918540734
4023,"Santa Cruz, AZ",0.1730068846815834
4025,"Yavapai, AZ",0.0291258270595921
4027,"Yuma, AZ",1.242591899478679
5001,"Arkansas, AR",0.4299531092999888
