GeoFIPS,GeoName,expected_building_loss_rate
1001,"Autauga, AL",0.019612152401589
1003,"Baldwin, AL",0.0217595747779918
1005,"Barbour, AL",0.0159287409802452
1007,"Bibb, AL",0.033423553994576
1009,"Blount, AL",0.0338972087862554
1011,"Bullock, AL",0.0188524590163934
1013,"Butler, AL",0.0608688269114383
1015,"Calhoun, AL",0.0378458880804062
1017,"Chambers, AL",0.0213890404040404
1019,"Cherokee, AL",0.0300918658070493
1021,"Chilton, AL",0.0256796095789354
1023,"Choctaw, AL",0.1821103984526112
1025,"Clarke, AL",0.0518809225795756
1027,"Clay, AL",0.0338377896078578
1029,"Cleburne, AL",0.0437287007240547
1031,"Coffee, AL",0.0227008013627037
1033,"Colbert, AL",0.0259199138230085
1035,"Conecuh, AL",0.0860834032596417
1037,"Coosa, AL",0.0185023705494096
1039,"Covington, AL",0.0473224784946236
1041,"Crenshaw, AL",0.0666229846865067
1043,"Cullman, AL",0.0343752344513777
1045,"Dale, AL",0.0338984576983176
1047,"Dallas, AL",0.0204455030779841
1049,"DeKalb, AL",0.0168706590940962
1051,"Elmore, AL",0.0190899277827072
1053,"Escambia, AL",0.0520899776020724
1055,"Etowah, AL",0.0445717863121423
1057,"Fayette, AL",0.0364322844670789
1059,"Franklin, AL",0.0372645267908218
1061,"Geneva, AL",0.0373731460801756
1063,"Greene, AL",0.0534512614127823
1065,"Hale, AL",0.0352865689783239
1067,"Henry, AL",0.0181101616762972
1069,"Houston, AL",0.0427388302038165
1071,"Jackson, AL",0.036110632183908
1073,"Jefferson, AL",0.0703218581736599
1075,"Lamar, AL",0.0361293770255671
1077,"Lauderdale, AL",0.0215972989325381
1079,"Lawrence, AL",0.0209903714683283
1081,"Lee, AL",0.0068420038224781
1083,"Limestone, AL",0.0264609446092455
1085,"Lowndes, AL",0.0208215596785395
1087,"Macon, AL",0.0172151272183023
1089,"Madison, AL",0.0284766948403979
1091,"Marengo, AL",0.0401175197971119
1093,"Marion, AL",0.0398114076207058
1095,"Marshall, AL",0.0410232228181884
1097,"Mobile, AL",0.2110613700575204
1099,"Monroe, AL",0.0583263328631875
1101,"Montgomery, AL",0.0123863779572664
1103,"Morgan, AL",0.03768568696367
1105,"Perry, AL",0.0299924782094049
1107,"Pickens, AL",0.0433523143802796
1109,"Pike, AL",0.0168028590285902
1111,"Randolph, AL",0.0312708305735859
1113,"Russell, AL",0.0035581774572059
1115,"St. Clair, AL",0.0267829626430576
1117,"Shelby, AL",0.0293895807564001
1119,"Sumter, AL",0.0689777447839337
1121,"Talladega, AL",0.028193187953276
1123,"Tallapoosa, AL",0.0101268123627932
1125,"Tuscaloosa, AL",0.024538191071127
1127,"Walker, AL",0.0349615286226797
1129,"Washington, AL",0.1003462910343993
1131,"Wilcox, AL",0.0446516992790937
1133,"Winston, AL",0.0276828077699293
2013,"Aleutians East Borough, AK",0.0002
2016,"Aleutians West Census Area, AK",1.7093717093717093e-05
2020,"Anchorage Municipality, AK",0.0010241374846268
2050,"Bethel Census Area, AK",0.0058008933495092
2060,"Bristol Bay Borough, AK",0.0001
2068,"Denali Borough, AK",0.0
2070,"Dillingham Census Area, AK",0.0025868373311832
2090,"Fairbanks North Star Borough, AK",0.0008507630813953
2100,"Haines Borough, AK",0.0002
2110,"Juneau City and Borough, AK",0.0032139262109411
2122,"Kenai Peninsula Borough, AK",0.0047303297755883
2130,"Ketchikan Gateway Borough, AK*",0.0
2150,"Kodiak Island Borough, AK",0.0
2164,"Lake and Peninsula Borough, AK",0.0001
2170,"Matanuska-Susitna Borough, AK",0.0029544477028347
2180,"Nome Census Area, AK",0.0018521726071285
2185,"North Slope Borough, AK",0.0001
2188,"Northwest Arctic Borough, AK",0.0009373169151004
2220,"Sitka City and Borough, AK",0.0076907638888888
2240,"Southeast Fairbanks Census Area, AK",0.0003224774643791
2290,"Yukon-Koyukuk Census Area, AK",0.043824474614097
4001,"Apache, AZ",0.017349418970508
4003,"Cochise, AZ",0.0238474675649693
4005,"Coconino, AZ",0.0962112384444412
4007,"Gila, AZ",0.2017692675456616
4009,"Graham, AZ",0.0304267159701021
4011,"Greenlee, AZ",0.0258870510396975
4012,"La Paz, AZ",0.0357003318424469
4013,"Maricopa, AZ",0.0051625399821197
4015,"Mohave, AZ",0.0357161929752762
4017,"Navajo, AZ",0.0979220682712546
4019,"Pima, AZ",0.0202701706976851
4021,"Pinal, AZ",0.0155650264676184
4023,"Santa Cruz, AZ",0.0379282852839931
4025,"Yavapai, AZ",0.0749833500681817
4027,"Yuma, AZ",0.0003653689346344
5001,"Arkansas, AR",0.0374725131182315
5003,"Ashley, AR",0.0536891711889491
5005,"Baxter, AR",0.0849469355734183
5007,"Benton, AR",0.0208611185322039
5009,"Boone, AR",0.0960961399373175
5011,"Bradley, AR",0.0718983078903807
5013,"Calhoun, AR",0.0787772919876733
5015,"Carroll, AR",0.0735730126944394
5017,"Chicot, AR",0.0960541874705605
5019,"Clark, AR",0.0632949075314929
5021,"Clay, AR",0.0607803411914836
5023,"Cleburne, AR",0.0971066653386454
5025,"Cleveland, AR",0.0599924704724409
5027,"Columbia, AR",0.0656592319986541
5029,"Conway, AR",0.089001049956851
5031,"Craighead, AR",0.0175487139596627
5033,"Crawford, AR",0.0292145714786655
5035,"Crittenden, AR",0.0169686287804076
5037,"Cross, AR",0.0317858475986685
5039,"Dallas, AR",0.0667738975133947
5041,"Desha, AR",0.0433429242463062
5043,"Drew, AR",0.0433566596079708
5045,"Faulkner, AR",0.0387494976703552
5047,"Franklin, AR",0.0372204194384936
5049,"Fulton, AR",0.1094236121331044
5051,"Garland, AR",0.0417002171376388
5053,"Grant, AR",0.0648736897274633
5055,"Greene, AR",0.0419274094843892
5057,"Hempstead, AR",0.075727447120227
5059,"Hot Spring, AR",0.0507534095306128
5061,"Howard, AR",0.0607679438058748
5063,"Independence, AR",0.0971665295107809
5065,"Izard, AR",0.1229415401621223
5067,"Jackson, AR",0.075793263640101
5069,"Jefferson, AR",0.0299930761236684
5071,"Johnson, AR",0.0801775898680418
5073,"Lafayette, AR",0.0762738970588235
5075,"Lawrence, AR",0.0667242552420085
5077,"Lee, AR",0.0119561018055253
5079,"Lincoln, AR",0.0641392121887774
5081,"Little River, AR",0.0629532922977241
5083,"Logan, AR",0.0815736570057227
5085,"Lonoke, AR",0.0416854924994484
5087,"Madison, AR",0.0867550983899821
5089,"Marion, AR",0.1055332969167273
5091,"Miller, AR",0.0785300215734875
5093,"Mississippi, AR",0.0129307007548782
5095,"Monroe, AR",0.082284964539007
5097,"Montgomery, AR",0.054032312849162
5099,"Nevada, AR",0.0567687941563884
5101,"Newton, AR",0.0699884792626728
5103,"Ouachita, AR",0.0758379689467058
5105,"Perry, AR",0.1117843940125543
5107,"Phillips, AR",0.0201609642050951
5109,"Pike, AR",0.0644410468575678
5111,"Poinsett, AR",0.0326591856377636
5113,"Polk, AR",0.0536016024683985
5115,"Pope, AR",0.0669449381283229
5117,"Prairie, AR",0.0801578214678227
5119,"Pulaski, AR",0.0409135510106446
5121,"Randolph, AR",0.0758399773947442
5123,"St. Francis, AR",0.0292825791505791
5125,"Saline, AR",0.0408474404388058
5127,"Scott, AR",0.068019602929838
5129,"Searcy, AR",0.0975720662620131
5131,"Sebastian, AR",0.0254695676027305
5133,"Sevier, AR",0.0369559100755225
5135,"Sharp, AR",0.1297883482116809
5137,"Stone, AR",0.1248345170340681
5139,"Union, AR",0.0531979923445461
5141,"Van Buren, AR",0.1092533229179185
5143,"Washington, AR",0.0403819543757991
5145,"White, AR",0.0351340671897615
5147,"Woodruff, AR",0.0819003367518751
5149,"Yell, AR",0.0895269148341409
6001,"Alameda, CA",0.0027282392557977
6003,"Alpine, CA",0.0625
6005,"Amador, CA",0.0710557287465195
6007,"Butte, CA",0.0624153137274873
6009,"Calaveras, CA",0.1486532473524629
6011,"Colusa, CA",0.0184781765638109
6013,"Contra Costa, CA",0.0066306748691837
6015,"Del Norte, CA",0.0420618294235315
6017,"El Dorado, CA",0.05430870425269
6019,"Fresno, CA",0.0116620782085907
6021,"Glenn, CA",0.0082799542464969
6023,"Humboldt, CA",0.0224909746947182
6025,"Imperial, CA",0.0006268615004897
6027,"Inyo, CA",0.026416526672971
6029,"Kern, CA",0.0174226877758012
6031,"Kings, CA",0.003656653682038
6033,"Lake, CA",0.0725685271438585
6035,"Lassen, CA",0.1214952852229216
6037,"Los Angeles, CA",0.0058406894832463
6039,"Madera, CA",0.0988058507524142
6041,"Marin, CA",0.0415754892418722
6043,"Mariposa, CA",0.3574669690011481
6045,"Mendocino, CA",0.0540559605154544
