GeoFIPS,GeoName,POPDEN_RUR,POPDEN_URB,HOUDEN_COU,HOUDEN_RUR,ALAND_PCT_RUR
1001,"Autauga, AL",41.7548923203285,1616.11203087033,40.9620439205337,17.4403482095486,0.963688021102031
1003,"Baldwin, AL",59.9646240269065,1055.1970585743,78.0889967505618,28.0435616137221,0.913772262461779
1005,"Barbour, AL",18.9206715262529,1380.0572786798,13.1276386179987,8.57785661664128,0.992961914547272
1007,"Bibb, AL",35.8140006378222,0.0,14.461832581603,14.461832581603,1.0
1009,"Blount, AL",83.5422701318215,1286.08593417754,38.1803303169233,34.8735505126985,0.99321903226403
1011,"Bullock, AL",16.6294289002572,0.0,7.25098975703016,7.25098975703016,1.0
1013,"Butler, AL",17.1518764110581,1038.59533048859,12.623028458914,8.96752171597203,0.992782744222233
1015,"Calhoun, AL",79.7811229321369,1009.4648191535,87.5610365006925,35.3883933295959,0.879096602670793
1017,"Chambers, AL",30.3783199383965,1089.80290053411,27.4458013061973,14.441107829032,0.973656044057588
1019,"Cherokee, AL",45.1130120456568,0.0,26.2194202802698,26.2194202802698,1.0
1021,"Chilton, AL",56.3288499689785,705.578858003245,28.0558296903279,24.2052998269584,0.986689119442736
1023,"Choctaw, AL",13.864652639311,0.0,7.77690425184883,7.77690425184883,1.0
1025,"Clarke, AL",18.6424006380506,0.0,9.41123486968767,9.41123486968767,1.0
1027,"Clay, AL",23.5711356715964,0.0,11.6481412931779,11.6481412931779,1.0
1029,"Cleburne, AL",26.8808028988584,0.0,12.1424243168927,12.1424243168927,1.0
1031,"Coffee, AL",38.6158599634897,1341.56041881523,35.501661574335,17.903827407911,0.969202843556969
1033,"Colbert, AL",40.62847907829,1346.85811138941,46.6582271353459,19.7927291398747,0.957217430760697
1035,"Conecuh, AL",13.6391233721882,0.0,7.50581058560878,7.50581058560878,1.0
1037,"Coosa, AL",15.957769295075,0.0,9.21639145096324,9.21639145096324,1.0
1039,"Covington, AL",25.3843456380697,971.221522083532,18.0444726522592,12.518388136667,0.988294614472532
1041,"Crenshaw, AL",21.669954214408,0.0,10.7019419176203,10.7019419176203,1.0
1043,"Cullman, AL",93.1827166914084,980.050432223022,53.2777891119668,41.5861505482311,0.970225378214065
1045,"Dale, AL",46.9307303557123,792.501946456021,40.5642439683752,21.7398320156173,0.945039216999035
1047,"Dallas, AL",17.9656379795703,1159.62175688048,19.2902562846281,8.75427899925978,0.981314751027797
1049,"DeKalb, AL",82.2823909630305,969.255077840458,39.3579656869415,35.4607590205545,0.988873865863922
1051,"Elmore, AL",104.742903968577,1254.58679311336,59.5268085935006,43.9113967779934,0.967389456560889
