GeoFIPS,GeoName,POPDEN_RUR,POPDEN_URB,HOUDEN_COU,HOUDEN_RUR,ALAND_PCT_RUR
1001,"Autauga, AL",0.001956948757048993,0.034249674947408826,-0.013337423296694073,-0.006592391238579576,0.026698351946359056
1003,"Baldwin, AL",0.07194960098128211,-0.010786051334622293,-0.006468200654781042,0.09437370102823017,-0.028566878659607386
1005,"Barbour, AL",-0.08575584259858027,0.015303287284936351,-0.01848655024314272,-0.09096640327545602,0.05905535973080789
1007,"Bibb, AL",-0.020915603634757973,-0.09524440112494592,-0.018239755966069193,-0.035019384656193364,0.06681879407968117
1009,"Blount, AL",0.16143590216405568,0.007757074898582239,-0.013852052845729101,0.158525207566232,0.05933910765097372
1011,"Bullock, AL",-0.09450662130056298,-0.09524440112494592,-0.019573563849285547,-0.10351639936143797,0.06681879407968117
1013,"Butler, AL",-0.09251251046878894,-0.012119233980965927,-0.018579890583191983,-0.08727512969424467,0.058857626727107926
1015,"Calhoun, AL",0.14729884747851418,-0.01445841912259549,-0.0047155619146717065,0.1633140200450791,-0.06687634450518176
1017,"Chambers, AL",-0.041824514538277624,-0.008006951297293008,-0.015837917838803173,-0.03521703692765532,0.03772590108855267
1019,"Cherokee, AL",0.014886405770344835,-0.09524440112494592,-0.01606478805710143,0.07708381779073359,0.06681879407968117
1021,"Chilton, AL",0.05800927098612596,-0.03884628573407978,-0.015725067088204425,0.05793965842081539,0.05213003222571855
1023,"Choctaw, AL",-0.10504640054040182,-0.09524440112494592,-0.019476286409425114,-0.09854582184806748,0.06681879407968117
1025,"Clarke, AL",-0.086819356176984,-0.09524440112494592,-0.019173984926310172,-0.08306894767490736,0.06681879407968117
1027,"Clay, AL",-0.067955327574313,-0.09524440112494592,-0.018760219564578073,-0.06182211934045678,0.06681879407968117
1029,"Cleburne, AL",-0.05525988481243216,-0.09524440112494592,-0.018668790105531463,-0.05711901552991816,0.06681879407968117
1031,"Coffee, AL",-0.010129653182748055,0.012212022980908843,-0.014347611698588558,-0.002166817249929065,0.03280033383413383
1033,"Colbert, AL",-0.0023803367749879456,0.012637438260207245,-0.012283581986999415,0.015868575470922464,0.019536338152229993
1035,"Conecuh, AL",-0.10590514744261825,-0.09524440112494592,-0.019526430153993912,-0.10110864039573986,0.06681879407968117
1037,"Coosa, AL",-0.09706913835338649,-0.09524440112494592,-0.019210025220974924,-0.08491634073324672,0.06681879407968117
1039,"Covington, AL",-0.06100255666311527,-0.01752911824841108,-0.01757704150960282,-0.05354000965141059,0.053903044328247995
1041,"Crenshaw, AL",-0.0752383324694782,-0.09524440112494592,-0.018935240877620774,-0.07081737864481685,0.06681879407968117
1043,"Cullman, AL",0.1973575786710129,-0.016820238869840187,-0.011058873796420565,0.2202993808496776,0.03393148198828566
