GeoFIPS,GeoName,Housing_burden,Energy_burden
1001,"Autauga, AL",19.57396171903214,2.8546045503791984
1003,"Baldwin, AL",17.984645021848422,2.522435746840201
1005,"Barbour, AL",22.27759157761918,4.771223532195103
1007,"Bibb, AL",19.042101987284934,5.2095318543546885
1009,"Blount, AL",15.33525771051126,3.871430800436886
1011,"Bullock, AL",25.87012099921936,6.1836455893832944
1013,"Butler, AL",21.09748840024208,5.44931410127093
1015,"Calhoun, AL",19.855677118777155,4.112390723970057
1017,"Chambers, AL",21.796108140225787,4.442483660130719
1019,"Cherokee, AL",16.36177276763309,5.794965834073273
1021,"Chilton, AL",19.90455112927023,3.7266825558960393
1023,"Choctaw, AL",18.26514506769826,3.7701353965183753
1025,"Clarke, AL",20.2404675066313,4.643899204244032
1027,"Clay, AL",13.035090350153707,4.386668666116818
1029,"Cleburne, AL",18.037074282649503,4.757910968087959
1031,"Coffee, AL",17.23129185861949,3.1922109093724598
1033,"Colbert, AL",20.959266765258988,3.5909879315696265
1035,"Conecuh, AL",15.92883653380668,5.22623850250121
1037,"Coosa, AL",17.323417309658826,5.666914567258529
1039,"Covington, AL",16.433521505376344,3.767231182795699
1041,"Crenshaw, AL",14.66144177983242,5.788572666859289
1043,"Cullman, AL",18.14325371440986,4.013964491328014
1045,"Dale, AL",21.246808856058607,3.604318444710514
1047,"Dallas, AL",26.48997420112902,6.641957648982094
1049,"DeKalb, AL",16.584826812508766,4.083186088907587
1051,"Elmore, AL",18.01465296263433,3.0373656709060435
1053,"Escambia, AL",19.798715492349626,4.389804895161508
1055,"Etowah, AL",17.79702767937089,4.620995055864834
1057,"Fayette, AL",19.02449375530496,5.06638777737359
1059,"Franklin, AL",16.810080722049197,4.531526091654484
1061,"Geneva, AL",18.26899345118673,4.719801642881478
1063,"Greene, AL",34.62325804901489,8.652330610283517
1065,"Hale, AL",25.346343439800123,5.366331285029374
1067,"Henry, AL",14.973326329306015,4.357847428938306
1069,"Houston, AL",20.56717159175565,2.875752134629711
1071,"Jackson, AL",16.926463781532053,4.478496490010029
1073,"Jefferson, AL",24.95483719379093,3.872808028134853
1075,"Lamar, AL",14.0537270435722,4.718257111991358
1077,"Lauderdale, AL",18.282909805955317,3.3551471541553224
1079,"Lawrence, AL",16.52619638211628,4.371891826486781
1081,"Lee, AL",27.75982922954726,3.118639545274027
1083,"Limestone, AL",18.00166795105936,2.650205326886738
1085,"Lowndes, AL",27.085425141383077,5.878162516122631
1087,"Macon, AL",26.718783408167628,5.319970066281805
1089,"Madison, AL",19.88062692532765,2.152138148814716
1091,"Marengo, AL",23.47119714300502,5.007246001759743
1093,"Marion, AL",18.192894930690414,4.60634165941204
1095,"Marshall, AL",19.211034785608984,2.990224062398712
1097,"Mobile, AL",23.77953011281262,3.973625421443837
1099,"Monroe, AL",16.813211095439588,5.172731546779501
1101,"Montgomery, AL",26.97505959698776,3.738821984568677
1103,"Morgan, AL",17.461484905169737,3.58884517628111
1105,"Perry, AL",36.07715484773485,8.454750887764984
1107,"Pickens, AL",21.70587363533073,4.881045299609742
1109,"Pike, AL",27.367473674736747,3.942489424894249
1111,"Randolph, AL",14.47820903430918,4.507219499271427
1113,"Russell, AL",24.99849875759249,4.18285822749862
1115,"St. Clair, AL",18.681437452408822,3.3606928138744614
1117,"Shelby, AL",15.139276209752987,2.241224371228307
1119,"Sumter, AL",35.307337657263425,6.237711963741502
1121,"Talladega, AL",20.353029718735616,4.455969248759128
1123,"Tallapoosa, AL",21.3342542117856,4.382452332206902
1125,"Tuscaloosa, AL",23.718400424495307,3.681638165987313
1127,"Walker, AL",17.30432069879894,4.5362969895492125
1129,"Washington, AL",13.997884045704613,4.240735142978054
1131,"Wilcox, AL",19.66126767156633,6.971070124520176
1133,"Winston, AL",13.109022872519342,6.183442650521359
2013,"Aleutians East Borough, AK",14.0,4.0
2016,"Aleutians West Census Area, AK",9.709371709371707,3.854685854685855
2020,"Anchorage Municipality, AK",21.77818697173382,2.112161918161966
2050,"Bethel Census Area, AK",15.177015550898863,6.781405095400904
2060,"Bristol Bay Borough, AK",11.0,5.0
2068,"Denali Borough, AK",8.0,4.0
2070,"Dillingham Census Area, AK",17.243700866760733,7.784317677887523
2090,"Fairbanks North Star Borough, AK",23.95106589147287,2.6455708979328167
2100,"Haines Borough, AK",22.0,3.0
2110,"Juneau City and Borough, AK",16.032426226456078,2.0
2122,"Kenai Peninsula Borough, AK",20.155223727422005,4.012281061850027
2130,"Ketchikan Gateway Borough, AK*",25.25565217391304,3.0
2150,"Kodiak Island Borough, AK",20.383168537655195,3.1913612370827447
2164,"Lake and Peninsula Borough, AK",13.0,10.0
2170,"Matanuska-Susitna Borough, AK",21.99677324450265,3.759644677276998
