GeoFIPS,GeoName,burdens_energy
1001,"Autauga, AL",-0.10426347763232269
1003,"Baldwin, AL",-0.14568138300267153
1005,"Barbour, AL",0.13729477933554612
1007,"Bibb, AL",0.19130884894410483
1009,"Blount, AL",0.024170395596990524
1011,"Bullock, AL",0.3068852178626098
1013,"Butler, AL",0.22039642153882366
1015,"Calhoun, AL",0.05464714818447347
1017,"Chambers, AL",0.09622157617061022
1019,"Cherokee, AL",0.26163466099252464
1021,"Chilton, AL",0.005837287065936669
1023,"Choctaw, AL",0.011341785995415687
1025,"Clarke, AL",0.1214347225567951
1027,"Clay, AL",0.08921134559585364
1029,"Cleburne, AL",0.13563965697940206
1031,"Coffee, AL",-0.061794530252230806
1033,"Colbert, AL",-0.011352931713414116
1035,"Conecuh, AL",0.19334707656205374
1037,"Coosa, AL",0.24645959744674362
1039,"Covington, AL",0.010973905082323432
1041,"Crenshaw, AL",0.2608800108108409
1043,"Cullman, AL",0.04220720905892561
1045,"Dale, AL",-0.00966431314240046
1047,"Dallas, AL",0.3585015584493889
1049,"DeKalb, AL",0.050957614329897094
1051,"Elmore, AL",-0.08131037173528455
1053,"Escambia, AL",0.08960548956346681
1055,"Etowah, AL",0.11857484935183416
1057,"Fayette, AL",0.17377913834879832
1059,"Franklin, AL",0.10738508045201445
1061,"Geneva, AL",0.1308974498238875
1063,"Greene, AL",0.5579516370778124
1065,"Hale, AL",0.21037135949929997
1067,"Henry, AL",0.08558795873662506
1069,"Houston, AL",-0.10161273962348571
1071,"Jackson, AL",0.10073968511933518
1073,"Jefferson, AL",0.02434477005849467
1075,"Lamar, AL",0.13070512527382938
1077,"Lauderdale, AL",-0.04120807972353535
1079,"Lawrence, AL",0.08735389993792264
1081,"Lee, AL",-0.07107387649052976
1083,"Limestone, AL",-0.12980208643210311
1085,"Lowndes, AL",0.2714257651853442
1087,"Macon, AL",0.2047510390783296
1089,"Madison, AL",-0.19125286549340792
1091,"Marengo, AL",0.16650356267526378
1093,"Marion, AL",0.11674415156189988
1095,"Marshall, AL",-0.08724017565908782
1097,"Mobile, AL",0.03710481282546141
1099,"Monroe, AL",0.18681337339252013
1101,"Montgomery, AL",0.007375129950705883
1103,"Morgan, AL",-0.011624355563494837
1105,"Perry, AL",0.5404726999030092
1107,"Pickens, AL",0.15091863083384927
1109,"Pike, AL",0.03316515492784977
1111,"Randolph, AL",0.10434025845981498
1113,"Russell, AL",0.06354324324188743
1115,"St. Clair, AL",-0.04050668842373584
1117,"Shelby, AL",-0.1803565423691027
1119,"Sumter, AL",0.313076547115702
1121,"Talladega, AL",0.09791393001230309
1123,"Tallapoosa, AL",0.08868141599427304
1125,"Tuscaloosa, AL",0.00013080544642951608
1127,"Walker, AL",0.10798248352369999
1129,"Washington, AL",0.07084237058633014
1131,"Wilcox, AL",0.39428164799669463
1133,"Winston, AL",0.30686192922873246
2013,"Aleutians East Borough, AK",0.040441108232985634
2016,"Aleutians West Census Area, AK",0.02205015898742224
2020,"Anchorage Municipality, AK",-0.1961273327028613
2050,"Bethel Census Area, AK",0.3737987712427959
2060,"Bristol Bay Borough, AK",0.1656109002071533
2068,"Denali Borough, AK",0.040441108232985634
2070,"Dillingham Census Area, AK",0.4776134200740463
2090,"Fairbanks North Star Borough, AK",-0.1303792730483877
2100,"Haines Borough, AK",-0.08601098318494693
2110,"Juneau City and Borough, AK",-0.20975134665351214
2122,"Kenai Peninsula Borough, AK",0.041994318095841754
2130,"Ketchikan Gateway Borough, AK*",-0.08601098318494693
2150,"Kodiak Island Borough, AK",-0.061901761107067466
2164,"Lake and Peninsula Borough, AK",0.6643644809497824
2170,"Matanuska-Susitna Borough, AK",0.0100128977956917
2180,"Nome Census Area, AK",0.3911701150243643
2185,"North Slope Borough, AK",-0.15439744877934058
2188,"Northwest Arctic Borough, AK",0.38338489820513777
2220,"Sitka City and Borough, AK",-0.008320003376586671
2240,"Southeast Fairbanks Census Area, AK",0.08523552582324179
2290,"Yukon-Koyukuk Census Area, AK",0.46279922264699436
4001,"Apache, AZ",-0.006433907247735626
