GeoFIPS,GeoName,Year,Value
1001,"Autauga, AL",2010,0.0034770676341985304
1001,"Autauga, AL",2011,0.0027851428039817657
1001,"Autauga, AL",2012,0.0029595776351288494
1001,"Autauga, AL",2013,0.0028200297702111825
1001,"Autauga, AL",2014,0.002825844264582752
1001,"Autauga, AL",2015,0.002616522467206252
1001,"Autauga, AL",2016,0.0037910503302632805
1001,"Autauga, AL",2017,0.002599078984091544
1001,"Autauga, AL",2018,0.0013431481998325426
1001,"Autauga, AL",2019,0.0004186435947530003
1001,"Autauga, AL",2020,0.0023257977486277792
1001,"Autauga, AL",2021,0.0007035538189599032
1003,"Baldwin, AL",2010,0.007942599311563867
1003,"Baldwin, AL",2011,0.009018280770304215
1003,"Baldwin, AL",2012,0.008547306726207089
1003,"Baldwin, AL",2013,0.008797329984184575
1003,"Baldwin, AL",2014,0.010268397060191645
1003,"Baldwin, AL",2015,0.01064052469997209
1003,"Baldwin, AL",2016,0.011227788631500604
1003,"Baldwin, AL",2017,0.012152293236580146
1003,"Baldwin, AL",2018,0.014472276490836357
1003,"Baldwin, AL",2019,0.015850311656898316
1003,"Baldwin, AL",2020,0.017530700530281884
1003,"Baldwin, AL",2021,0.0181179644618104
1005,"Barbour, AL",2010,-0.7219991075412762
1005,"Barbour, AL",2011,-0.7050423917893798
1005,"Barbour, AL",2012,-0.6952253458277554
1005,"Barbour, AL",2013,-0.7206604194556001
1005,"Barbour, AL",2014,-0.6983489513609995
1005,"Barbour, AL",2015,-0.6921017402945113
1005,"Barbour, AL",2016,-0.7126282909415439
1005,"Barbour, AL",2017,-0.6858545292280231
1005,"Barbour, AL",2018,-0.7237840249888443
1005,"Barbour, AL",2019,-0.7367246764837126
1005,"Barbour, AL",2020,-0.7233377956269522
1005,"Barbour, AL",2021,-0.7273538598839804
1007,"Bibb, AL",2010,-0.8250780901383311
1007,"Bibb, AL",2011,-0.8304328424810352
1007,"Bibb, AL",2012,-0.8183846497099508
1007,"Bibb, AL",2013,-0.8420348058902275
1007,"Bibb, AL",2014,-0.8674698795180722
1007,"Bibb, AL",2015,-0.8630075858991522
1007,"Bibb, AL",2016,-0.8353413654618473
1007,"Bibb, AL",2017,-0.8174921909861669
1007,"Bibb, AL",2018,-0.8094600624721107
1007,"Bibb, AL",2019,-0.8076751450245426
1007,"Bibb, AL",2020,-0.78714859437751
1007,"Bibb, AL",2021,-0.8067826863007586
1009,"Blount, AL",2010,-0.5506470325747435
1009,"Blount, AL",2011,-0.5546630968317715
1009,"Blount, AL",2012,-0.534582775546631
1009,"Blount, AL",2013,-0.5466309683177153
1009,"Blount, AL",2014,-0.5778670236501562
1009,"Blount, AL",2015,-0.49174475680499774
1009,"Blount, AL",2016,-0.4756804997768853
1009,"Blount, AL",2017,-0.5073627844712183
1009,"Blount, AL",2018,-0.5631414547077198
1009,"Blount, AL",2019,-0.5560017849174476
1009,"Blount, AL",2020,-0.6166889781347613
1009,"Blount, AL",2021,-0.6345381526104417
1011,"Bullock, AL",2010,-0.8478357875948237
1011,"Bullock, AL",2011,-0.8817492190986166
1011,"Bullock, AL",2012,-0.8871039714413209
1011,"Bullock, AL",2013,-0.8808567603748325
1011,"Bullock, AL",2014,-0.895136099955377
1011,"Bullock, AL",2015,-0.8790718429272645
1011,"Bullock, AL",2016,-0.8487282463186078
1011,"Bullock, AL",2017,-0.8991521642124051
1011,"Bullock, AL",2018,-0.8848728246318607
1011,"Bullock, AL",2019,-0.7978580990629183
1011,"Bullock, AL",2020,-0.8424810352521196
1011,"Bullock, AL",2021,-0.8478357875948237
1013,"Butler, AL",2010,-0.7264614011601963
1013,"Butler, AL",2011,-0.6836233824185631
1013,"Butler, AL",2012,-0.7246764837126283
